"","TR","SUBID","order","CONN_ID","stim_number","stim_name","artist","yearofrelease","liking","yearofbirth","familiarity","SSA","age_bin","TR_onset","second_onset","memory.evoking.","ID","PC_univ","HC_univ"
"1",1,"190904GHER1",1,4,1,"Life on Mars","David Bowie","1971",NA,1953,3,18,"adolescence",1,0.475,"",1,205.99,186.38
"2",1,"220914GHER1",1,26,5,"Long Distance Runaround","Yes","1971",3,1952,3,19,"",1,0.475,"",2,245.73,194.09
"3",1,"AEHR",1,20,15,"Nessun Dorma","Bocelli","",NA,1960,4,NA,"",1,0.475,"",3,231.16,215.01
"4",1,"ASHA",1,18,22,"Simmer","Hubert Ho","",NA,1951,1,NA,"",1,0.475,"",4,208.79,165.39
"5",1,"BFOR",1,22,12,"The Sound of Silence","Simon & Garfunkel","1964",NA,1944,4,20,"",1,0.475,"",5,210.83,163.41
"6",1,"CWEI",1,7,18,"Hoquetus II","Johannes Kretz","",NA,1941,1,NA,"",1,0.475,"",6,206.47,163.75
"7",1,"DFAI",1,12,5,"The Boxer","Simon & Garkfunkel","1970",NA,1953,4,17,"adolescence",1,0.475,"",7,247.86,205.46
"8",1,"DMET",1,30,17,"Light My Fire","The Doors","1967",4,1951,4,16,"adolescence",1,0.475,"y",8,211.08,189.03
"9",1,"DMUN",1,25,15,"Nessun Dorma","Bocelli","",3,1968,4,NA,"",1,0.475,"",9,211.72,175.55
"10",1,"EHER",1,16,23,"Vertigo Temporum","Hubert Ho","",NA,1958,1,NA,"",1,0.475,"",10,242.47,241
"11",1,"EKAS",1,28,18,"Hoquetus II","Johannes Kretz","",3,1957,1,NA,"",1,0.475,"",11,209.49,194.58
"12",1,"ELAR",1,21,11,"Hurt","Johnny Cash","",NA,1959,1,NA,"",1,0.475,"",12,245.04,180.3
"13",1,"EROS",1,9,19,"Reminiscences","Steven Yi","",NA,1961,1,NA,"",1,0.475,"",13,214,187.15
"14",1,"ETAL",1,34,13,"My Sweet Wyoming Home","Bill Staines","1975",3,1956,1,19,"",1,0.475,"",34,217.11,214.97
"15",1,"FKEE",1,1,22,"Simmer","Hubert Ho","",NA,1963,2,NA,"",1,0.475,"",14,228.19,189.68
"16",1,"GCAS",1,11,1,"Alabaster Box","CeCe Winans","1999",NA,1947,4,52,"",1,0.475,"",15,236.53,223.05
"17",1,"GSHA",1,19,14,"Nocturne in C Sharp minor","Chopin","",NA,1955,1,NA,"",1,0.475,"",16,222.43,175.21
"18",1,"JBAR",1,32,20,"There But for Fortune","Joan Baez","1964",3,1950,4,14,"adolescence",1,0.475,"",32,212.48,186.04
"19",1,"JDEN",1,27,17,"Bohlen-Pierce Pan Flute Folk Tune","Arturo Grolimund","",2,1968,1,NA,"",1,0.475,"",17,212.98,198.41
"20",1,"JKAY",1,13,24,"Manual Labor","Hubert Ho","",NA,1950,1,NA,"",1,0.475,"",18,232.27,202.63
"21",1,"JPRE",1,6,20,"Beyond the Horizon","Georg Hajdu","",1,1944,1,NA,"",1,0.475,"",19,208.61,170.7
"22",1,"JSCH",1,2,19,"Reminiscences","Steven Yi","",NA,1951,1,NA,"",1,0.475,"",20,226.64,209.29
"23",1,"LDIR",1,5,5,"Eet","Regina Spektor","2009",NA,1956,4,53,"",1,0.475,"",21,218.87,177.93
"24",1,"LGEN",1,3,22,"Simmer","Hubert Ho","",NA,1955,2,NA,"",1,0.475,"",22,216.7,148.07
"25",1,"LJAC",1,17,19,"Reminiscences","Steven Yi","",NA,1952,1,NA,"",1,0.475,"",23,245.21,191.71
"26",1,"LOLE",1,14,15,"Nessun Dorma","Bocelli","",NA,1946,1,NA,"",1,0.475,"",24,233.6,196.28
"27",1,"MBLO",1,8,6,"WakaJawaka","Frank Zappa","1972",NA,1953,4,19,"",1,0.475,"",25,231.63,208.56
"28",1,"MCHA",1,35,18,"Big Girls Don't Cry","Frankie Valli & The Four Seasons","1988",4,1954,4,34,"adulthood",1,0.475,"",31,228,232.53
"29",1,"MCOR",1,31,24,"Bicho de 7 Cabecas","Ze Ramalho","2017",4,1964,4,53,"adolescence",1,0.475,"",35,226.99,205.15
"30",1,"NLEN",1,24,10,"John Wayne Gacy Jr.","Sufjan Stevens","",0,1942,1,NA,"",1,0.475,"",26,197.16,170.06
"31",1,"OADE",1,29,18,"Should I Stay or Should I Go","The Clash","1982",4,1970,4,12,"childhood",1,0.475,"y",27,229.21,215.84
"32",1,"RLIE",1,33,15,"Nantucket Sleighride","Mountain","1971",4,1960,4,11,"childhood",1,0.475,"",33,223.19,191.66
"33",1,"SCAE",1,15,24,"Manual Labor","Hubert Ho","",NA,1965,1,NA,"",1,0.475,"",28,240.6,182.38
"34",1,"TCIE",1,10,21,"When the Moon Casts Shadows","Hubert Ho","",NA,1960,3,NA,"",1,0.475,"",29,213.62,167.94
"35",1,"TSTA",1,23,4,"One  ","Mary J Blige, U2","2005",NA,1959,4,46,"",1,0.475,"",30,238.71,190.33
"36",10,"190904GHER1",1,4,1,"Life on Mars","David Bowie","1971",NA,1953,3,18,"adolescence",1,0.475,"",1,204.89,190.15
"37",10,"220914GHER1",1,26,5,"Long Distance Runaround","Yes","1971",3,1952,3,19,"",1,0.475,"",2,245.21,191.11
"38",10,"AEHR",1,20,15,"Nessun Dorma","Bocelli","",NA,1960,4,NA,"",1,0.475,"",3,230.35,213.03
"39",10,"ASHA",1,18,22,"Simmer","Hubert Ho","",NA,1951,1,NA,"",1,0.475,"",4,209.36,165.96
"40",10,"BFOR",1,22,12,"The Sound of Silence","Simon & Garfunkel","1964",NA,1944,4,20,"",1,0.475,"",5,211.44,164.84
"41",10,"CWEI",1,7,18,"Hoquetus II","Johannes Kretz","",NA,1941,1,NA,"",1,0.475,"",6,207.32,162.24
"42",10,"DFAI",1,12,5,"The Boxer","Simon & Garkfunkel","1970",NA,1953,4,17,"adolescence",1,0.475,"",7,247.2,203.71
"43",10,"DMET",1,30,17,"Light My Fire","The Doors","1967",4,1951,4,16,"adolescence",1,0.475,"y",8,210.14,191.56
"44",10,"DMUN",1,25,15,"Nessun Dorma","Bocelli","",3,1968,4,NA,"",1,0.475,"",9,211.03,177.46
"45",10,"EHER",1,16,23,"Vertigo Temporum","Hubert Ho","",NA,1958,1,NA,"",1,0.475,"",10,241.52,243.77
"46",10,"EKAS",1,28,18,"Hoquetus II","Johannes Kretz","",3,1957,1,NA,"",1,0.475,"",11,208.31,193.45
"47",10,"ELAR",1,21,11,"Hurt","Johnny Cash","",NA,1959,1,NA,"",1,0.475,"",12,244.57,181.85
"48",10,"EROS",1,9,19,"Reminiscences","Steven Yi","",NA,1961,1,NA,"",1,0.475,"",13,212.31,185.81
"49",10,"ETAL",1,34,13,"My Sweet Wyoming Home","Bill Staines","1975",3,1956,1,19,"",1,0.475,"",34,215.72,213.02
"50",10,"FKEE",1,1,22,"Simmer","Hubert Ho","",NA,1963,2,NA,"",1,0.475,"",14,226.23,192.57
"51",10,"GCAS",1,11,1,"Alabaster Box","CeCe Winans","1999",NA,1947,4,52,"",1,0.475,"",15,235.88,223.73
"52",10,"GSHA",1,19,14,"Nocturne in C Sharp minor","Chopin","",NA,1955,1,NA,"",1,0.475,"",16,221,175.37
"53",10,"JBAR",1,32,20,"There But for Fortune","Joan Baez","1964",3,1950,4,14,"adolescence",1,0.475,"",32,210.63,188.42
"54",10,"JDEN",1,27,17,"Bohlen-Pierce Pan Flute Folk Tune","Arturo Grolimund","",2,1968,1,NA,"",1,0.475,"",17,215.3,199.05
"55",10,"JKAY",1,13,24,"Manual Labor","Hubert Ho","",NA,1950,1,NA,"",1,0.475,"",18,230.9,202.6
"56",10,"JPRE",1,6,20,"Beyond the Horizon","Georg Hajdu","",1,1944,1,NA,"",1,0.475,"",19,207.34,168.88
"57",10,"JSCH",1,2,19,"Reminiscences","Steven Yi","",NA,1951,1,NA,"",1,0.475,"",20,226.18,211.22
"58",10,"LDIR",1,5,5,"Eet","Regina Spektor","2009",NA,1956,4,53,"",1,0.475,"",21,218.22,176.57
"59",10,"LGEN",1,3,22,"Simmer","Hubert Ho","",NA,1955,2,NA,"",1,0.475,"",22,215.94,148.24
"60",10,"LJAC",1,17,19,"Reminiscences","Steven Yi","",NA,1952,1,NA,"",1,0.475,"",23,243.44,192.7
"61",10,"LOLE",1,14,15,"Nessun Dorma","Bocelli","",NA,1946,1,NA,"",1,0.475,"",24,232.62,197.56
"62",10,"MBLO",1,8,6,"WakaJawaka","Frank Zappa","1972",NA,1953,4,19,"",1,0.475,"",25,231.49,207.02
"63",10,"MCHA",1,35,18,"Big Girls Don't Cry","Frankie Valli & The Four Seasons","1988",4,1954,4,34,"adulthood",1,0.475,"",31,228.26,230.2
"64",10,"MCOR",1,31,24,"Bicho de 7 Cabecas","Ze Ramalho","2017",4,1964,4,53,"adolescence",1,0.475,"",35,226.88,204.69
"65",10,"NLEN",1,24,10,"John Wayne Gacy Jr.","Sufjan Stevens","",0,1942,1,NA,"",1,0.475,"",26,194.59,165.2
"66",10,"OADE",1,29,18,"Should I Stay or Should I Go","The Clash","1982",4,1970,4,12,"childhood",1,0.475,"y",27,227.26,214.56
"67",10,"RLIE",1,33,15,"Nantucket Sleighride","Mountain","1971",4,1960,4,11,"childhood",1,0.475,"",33,219.98,188.33
"68",10,"SCAE",1,15,24,"Manual Labor","Hubert Ho","",NA,1965,1,NA,"",1,0.475,"",28,239.79,180.05
"69",10,"TCIE",1,10,21,"When the Moon Casts Shadows","Hubert Ho","",NA,1960,3,NA,"",1,0.475,"",29,214.34,168.07
"70",10,"TSTA",1,23,4,"One  ","Mary J Blige, U2","2005",NA,1959,4,46,"",1,0.475,"",30,236.6,190.52
"71",100,"190904GHER1",2,4,23,"Vertigo Temporum","Hubert Ho","",NA,1953,2,NA,"",61,28.975,"",1,204.93,189.57
"72",100,"220914GHER1",2,26,6,"Michelle","The Beatles","1965",0,1952,3,13,"adolescence",61,28.975,"",2,245.95,191.14
"73",100,"AEHR",2,20,12,"The Sound of Silence","Simon & Garfunkel","1964",NA,1960,4,4,"childhood",61,28.975,"",3,227.68,212.54
"74",100,"ASHA",2,18,18,"Hoquetus II","Johannes Kretz","",NA,1951,1,NA,"",61,28.975,"",4,209.31,164.45
"75",100,"BFOR",2,22,20,"Beyond the Horizon","Georg Hajdu","",NA,1944,1,NA,"",61,28.975,"",5,212.86,165.61
"76",100,"CWEI",2,7,16,"Symphony No. 6 mvmt 1","Tchaikovsky","",NA,1941,2,NA,"",61,28.975,"",6,204.22,161.58
"77",100,"DFAI",2,12,13,"Reckoner","Radiohead","",NA,1953,1,NA,"",61,28.975,"",7,246.3,204
"78",100,"DMET",2,30,13,"Killer Queen","Queen","1974",4,1951,4,23,"adulthood",61,28.975,"y",8,210.01,188.89
"79",100,"DMUN",2,25,20,"Beyond the Horizon","Georg Hajdu","",3,1968,1,NA,"",61,28.975,"",9,211.37,177.29
"80",100,"EHER",2,16,5,"Comfortably Numb","Pink Floyd","1979",NA,1958,2,21,"adulthood",61,28.975,"",10,240.41,243.14
"81",100,"EKAS",2,28,13,"Reckoner","Radiohead","",3,1957,1,NA,"",61,28.975,"",11,211.45,196.93
"82",100,"ELAR",2,21,15,"Nessun Dorma","Bocelli","",NA,1959,1,NA,"",61,28.975,"",12,243.05,178.91
"83",100,"EROS",2,9,11,"Hurt","Johnny Cash","2002",NA,1961,4,41,"adulthood",61,28.975,"",13,213.98,187.86
"84",100,"ETAL",2,34,24,"Passionate Kisses","Lucinda Williams","1989",4,1956,4,33,"adulthood",61,28.975,"",34,216.09,213.11
"85",100,"FKEE",2,1,19,"Reminiscences","Steven Yi","",NA,1963,1,NA,"",61,28.975,"",14,225.71,192.21
"86",100,"GCAS",2,11,10,"John Wayne Gacy Jr.","Sufjan Stevens","2005",NA,1947,4,58,"",61,28.975,"",15,238.16,222.13
"87",100,"GSHA",2,19,22,"Simmer","Hubert Ho","",NA,1955,1,NA,"",61,28.975,"",16,221.58,178.42
"88",100,"JBAR",2,32,19,"The Wreck of Edmund Fitzgerald","Gordon Lightfoot","1976",0,1950,4,26,"adulthood",61,28.975,"",32,214.72,185.15
"89",100,"JDEN",2,27,4,"Landslide","Chase Eagleton & Sierra Eagleson","2018",4,1968,4,50,"",61,28.975,"",17,212.29,196.38
"90",100,"JKAY",2,13,4,"","","",NA,NA,NA,NA,"",61,28.975,"",18,231.64,202.37
"91",100,"JPRE",2,6,24,"Manual Labor","Hubert Ho","",1,1944,1,NA,"",61,28.975,"",19,207.77,167.93
"92",100,"JSCH",2,2,3,"Comfortably Numb","Pink Floyd","1979",NA,1951,1,NA,"",61,28.975,"",20,226.61,209.25
"93",100,"LDIR",2,5,11,"Hurt","Johnny Cash","",NA,1956,1,NA,"",61,28.975,"",21,218.77,179.86
"94",100,"LGEN",2,3,5,"The Highway Man","Loreena McKenna","1997",NA,1955,4,42,"adulthood",61,28.975,"",22,216.5,146.82
"95",100,"LJAC",2,17,11,"Hurt","Johnny Cash","",NA,1952,1,NA,"",61,28.975,"",23,244.74,191.21
"96",100,"LOLE",2,14,12,"The Sound of Silence","Simon & Garfunkel","1964",NA,1946,4,18,"adolescence",61,28.975,"",24,234.58,195.27
"97",100,"MBLO",2,8,20,"Beyond the Horizon","Georg Hajdu","",NA,1953,1,NA,"",61,28.975,"",25,230.45,206.82
"98",100,"MCHA",2,35,3,"More than a Feeling","Boston","1976",4,1954,4,22,"adulthood",61,28.975,"",31,225.54,229.31
"99",100,"MCOR",2,31,11,"Rachmoninoff Concerto","","",4,1964,4,NA,"",61,28.975,"",35,226.5,204.93
"100",100,"NLEN",2,24,18,"Hoquetus II","Johannes Kretz","",2,1942,1,NA,"",61,28.975,"",26,194.61,159.93
"101",100,"OADE",2,29,4,"Heart of Glass","Blondie","1978",4,1970,4,8,"childhood",61,28.975,"y",27,228.95,216.6
"102",100,"RLIE",2,33,13,"Maggie May","Rod Stewart","1971",3,1960,4,11,"childhood",61,28.975,"",33,221.87,188.45
"103",100,"SCAE",2,15,20,"Beyond the Horizon","Georg Hajdu","",NA,1965,1,NA,"",61,28.975,"",28,238.88,178.04
"104",100,"TCIE",2,10,23,"Vertigo Temporum","Hubert Ho","",NA,1960,1,NA,"",61,28.975,"",29,212.46,167.7
"105",100,"TSTA",2,23,15,"Nessun Dorma","Bocelli","",NA,1959,4,NA,"",61,28.975,"",30,238.99,193.35
"106",1000,"190904GHER1",17,4,17,"Bohlen-Pierce Pan Flute Folk Tune","Arturo Grolimund","",NA,1953,2,NA,"",961,456.475,"",1,203.73,184.21
"107",1000,"220914GHER1",17,26,16,"Symphony No. 6 mvmt 1","Tchaikovsky","",2,1952,2,NA,"",961,456.475,"",2,246.31,189.02
"108",1000,"AEHR",17,20,16,"Symphony No. 6 mvmt 1","Tchaikovsky","",NA,1960,2,NA,"",961,456.475,"",3,228.74,217.27
"109",1000,"ASHA",17,18,8,"Symphony No. 2 Finale","Mahler","",NA,1951,1,NA,"",961,456.475,"",4,210.29,168.23
"110",1000,"BFOR",17,22,4,"Footloose","Kenny Loggins","1984",NA,1944,4,40,"adulthood",961,456.475,"",5,213.72,166.54
"111",1000,"CWEI",17,7,2,"Evergreen","Barbra Streisand","1976",NA,1941,4,35,"adulthood",961,456.475,"",6,209.68,161.74
"112",1000,"DFAI",17,12,3,"Ode to Billie Joel","Bobbie Gentry","1967",NA,1953,4,14,"adolescence",961,456.475,"",7,246.91,204.19
"113",1000,"DMET",17,30,22,"Eight Miles High","The Byrds","1966",4,1951,4,15,"adolescence",961,456.475,"y",8,209.77,186.18
"114",1000,"DMUN",17,25,9,"Cavatina Op. 130","Beethoven","",3,1968,3,NA,"",961,456.475,"",9,211.87,176.55
"115",1000,"EHER",17,16,22,"Simmer","Hubert Ho","",NA,1958,1,NA,"",961,456.475,"",10,239.9,243.8
"116",1000,"EKAS",17,28,2,"Return of the Mack","Mark Morrison","1996",4,1957,4,39,"adulthood",961,456.475,"",11,209.73,191.77
"117",1000,"ELAR",17,21,5,"Isn't She Lovely","Stevie Wonder","1976",NA,1959,4,17,"adolescence",961,456.475,"",12,244.02,181.86
"118",1000,"EROS",17,9,9,"Cavatina Op. 130","Beethoven","",NA,1961,2,NA,"",961,456.475,"",13,214,185.04
"119",1000,"ETAL",17,34,18,"Ol' '55","Tom Waits","1973",4,1956,4,17,"adolescence",961,456.475,"",34,217.23,211.93
"120",1000,"FKEE",17,1,6,"That's How I Got to Memphis","Tom T. Hall","1968",NA,1963,4,5,"childhood",961,456.475,"",14,225.59,193.57
"121",1000,"GCAS",17,11,13,"Reckoner","Radiohead","2007",NA,1947,3,60,"",961,456.475,"",15,239.93,222.29
"122",1000,"GSHA",17,19,21,"When the Moon Casts Shadows","Hubert Ho","",NA,1955,1,NA,"",961,456.475,"",16,222.73,174.86
"123",1000,"JBAR",17,32,17,"The Last Time","The Rolling Stones","1965",4,1950,4,15,"adolescence",961,456.475,"",32,212.21,185.32
"124",1000,"JDEN",17,27,20,"Beyond the Horizon","Georg Hajdu","",2,1968,1,NA,"",961,456.475,"",17,213.37,196.52
"125",1000,"JKAY",17,13,2,"","","",NA,NA,NA,NA,"",961,456.475,"",18,232.47,197.17
"126",1000,"JPRE",17,6,18,"Hoquetus II","Johannes Kretz","",2,1944,1,NA,"",961,456.475,"",19,207.98,168.41
"127",1000,"JSCH",17,2,18,"Hoquetus II","Johannes Kretz","",NA,1951,1,NA,"",961,456.475,"",20,225.3,208.24
"128",1000,"LDIR",17,5,22,"Simmer","Hubert Ho","",NA,1956,1,NA,"",961,456.475,"",21,219.13,180.15
"129",1000,"LGEN",17,3,9,"Cavatina Op. 130","Beethoven","",NA,1955,3,NA,"",961,456.475,"",22,213.35,147.1
"130",1000,"LJAC",17,17,7,"Adagio for Strings","Barber","",NA,1952,2,NA,"",961,456.475,"",23,249.89,192.31
"131",1000,"LOLE",17,14,14,"Nocturne in C Sharp minor","Chopin","",NA,1946,3,NA,"",961,456.475,"",24,232.1,195.39
"132",1000,"MBLO",17,8,10,"John Wayne Gacy Jr.","Sufjan Stevens","",NA,1953,2,NA,"",961,456.475,"",25,232.58,209.13
"133",1000,"MCHA",17,35,1,"Venus","Bananarama","1986",4,1954,3,32,"adulthood",961,456.475,"",31,230.35,231.09
"134",1000,"MCOR",17,31,9,"Asas","Fagner","1979",4,1964,4,15,"adolescence",961,456.475,"",35,225.52,206.29
"135",1000,"NLEN",17,24,14,"Nocturne in C Sharp minor","Chopin","",4,1942,3,NA,"",961,456.475,"",26,198.53,170.26
"136",1000,"OADE",17,29,2,"The Way We Were","Barbra Streisand","1974",4,1970,4,4,"childhood",961,456.475,"y",27,228.99,214.38
"137",1000,"RLIE",17,33,2,"Masterpiece","Atlantic Starr","1991",4,1960,4,31,"adulthood",961,456.475,"",33,221.25,183.72
"138",1000,"SCAE",17,15,17,"Bohlen-Pierce Pan Flute Folk Tune","Arturo Grolimund","",NA,1965,1,NA,"",961,456.475,"",28,238.86,179.8
"139",1000,"TCIE",17,10,19,"Reminiscences","Steven Yi","",NA,1960,1,NA,"",961,456.475,"",29,215.28,166.95
"140",1000,"TSTA",17,23,22,"Simmer","Hubert Ho","",NA,1959,1,NA,"",961,456.475,"",30,237.82,193.47
"141",1001,"190904GHER1",17,4,17,"Bohlen-Pierce Pan Flute Folk Tune","Arturo Grolimund","",NA,1953,2,NA,"",961,456.475,"",1,203.22,189.1
"142",1001,"220914GHER1",17,26,16,"Symphony No. 6 mvmt 1","Tchaikovsky","",2,1952,2,NA,"",961,456.475,"",2,246.09,189.86
"143",1001,"AEHR",17,20,16,"Symphony No. 6 mvmt 1","Tchaikovsky","",NA,1960,2,NA,"",961,456.475,"",3,229.34,216.8
"144",1001,"ASHA",17,18,8,"Symphony No. 2 Finale","Mahler","",NA,1951,1,NA,"",961,456.475,"",4,209.74,165.13
"145",1001,"BFOR",17,22,4,"Footloose","Kenny Loggins","1984",NA,1944,4,40,"adulthood",961,456.475,"",5,213.27,166.11
"146",1001,"CWEI",17,7,2,"Evergreen","Barbra Streisand","1976",NA,1941,4,35,"adulthood",961,456.475,"",6,208.52,161.85
"147",1001,"DFAI",17,12,3,"Ode to Billie Joel","Bobbie Gentry","1967",NA,1953,4,14,"adolescence",961,456.475,"",7,247.11,201.75
"148",1001,"DMET",17,30,22,"Eight Miles High","The Byrds","1966",4,1951,4,15,"adolescence",961,456.475,"y",8,210.01,186.79
"149",1001,"DMUN",17,25,9,"Cavatina Op. 130","Beethoven","",3,1968,3,NA,"",961,456.475,"",9,211.99,179.66
"150",1001,"EHER",17,16,22,"Simmer","Hubert Ho","",NA,1958,1,NA,"",961,456.475,"",10,240.67,240.07
"151",1001,"EKAS",17,28,2,"Return of the Mack","Mark Morrison","1996",4,1957,4,39,"adulthood",961,456.475,"",11,209.43,194.11
"152",1001,"ELAR",17,21,5,"Isn't She Lovely","Stevie Wonder","1976",NA,1959,4,17,"adolescence",961,456.475,"",12,244.44,184.21
"153",1001,"EROS",17,9,9,"Cavatina Op. 130","Beethoven","",NA,1961,2,NA,"",961,456.475,"",13,213.92,189.19
"154",1001,"ETAL",17,34,18,"Ol' '55","Tom Waits","1973",4,1956,4,17,"adolescence",961,456.475,"",34,217.24,211.91
"155",1001,"FKEE",17,1,6,"That's How I Got to Memphis","Tom T. Hall","1968",NA,1963,4,5,"childhood",961,456.475,"",14,225.12,189.22
"156",1001,"GCAS",17,11,13,"Reckoner","Radiohead","2007",NA,1947,3,60,"",961,456.475,"",15,238.86,221.89
"157",1001,"GSHA",17,19,21,"When the Moon Casts Shadows","Hubert Ho","",NA,1955,1,NA,"",961,456.475,"",16,222.79,176.51
"158",1001,"JBAR",17,32,17,"The Last Time","The Rolling Stones","1965",4,1950,4,15,"adolescence",961,456.475,"",32,211.54,184.41
"159",1001,"JDEN",17,27,20,"Beyond the Horizon","Georg Hajdu","",2,1968,1,NA,"",961,456.475,"",17,215.19,196.13
"160",1001,"JKAY",17,13,2,"","","",NA,NA,NA,NA,"",961,456.475,"",18,231.55,195.63
"161",1001,"JPRE",17,6,18,"Hoquetus II","Johannes Kretz","",2,1944,1,NA,"",961,456.475,"",19,208.4,169.36
"162",1001,"JSCH",17,2,18,"Hoquetus II","Johannes Kretz","",NA,1951,1,NA,"",961,456.475,"",20,226.35,210.46
"163",1001,"LDIR",17,5,22,"Simmer","Hubert Ho","",NA,1956,1,NA,"",961,456.475,"",21,218.5,174.3
"164",1001,"LGEN",17,3,9,"Cavatina Op. 130","Beethoven","",NA,1955,3,NA,"",961,456.475,"",22,213.36,147.53
"165",1001,"LJAC",17,17,7,"Adagio for Strings","Barber","",NA,1952,2,NA,"",961,456.475,"",23,249.3,191.96
"166",1001,"LOLE",17,14,14,"Nocturne in C Sharp minor","Chopin","",NA,1946,3,NA,"",961,456.475,"",24,233.01,192.93
"167",1001,"MBLO",17,8,10,"John Wayne Gacy Jr.","Sufjan Stevens","",NA,1953,2,NA,"",961,456.475,"",25,232.29,209.72
"168",1001,"MCHA",17,35,1,"Venus","Bananarama","1986",4,1954,3,32,"adulthood",961,456.475,"",31,231.88,226.79
"169",1001,"MCOR",17,31,9,"Asas","Fagner","1979",4,1964,4,15,"adolescence",961,456.475,"",35,226.18,206.65
"170",1001,"NLEN",17,24,14,"Nocturne in C Sharp minor","Chopin","",4,1942,3,NA,"",961,456.475,"",26,197.93,167.31
"171",1001,"OADE",17,29,2,"The Way We Were","Barbra Streisand","1974",4,1970,4,4,"childhood",961,456.475,"y",27,228.67,214.57
"172",1001,"RLIE",17,33,2,"Masterpiece","Atlantic Starr","1991",4,1960,4,31,"adulthood",961,456.475,"",33,220.65,184.31
"173",1001,"SCAE",17,15,17,"Bohlen-Pierce Pan Flute Folk Tune","Arturo Grolimund","",NA,1965,1,NA,"",961,456.475,"",28,237.77,176.11
"174",1001,"TCIE",17,10,19,"Reminiscences","Steven Yi","",NA,1960,1,NA,"",961,456.475,"",29,215.5,167.02
"175",1001,"TSTA",17,23,22,"Simmer","Hubert Ho","",NA,1959,1,NA,"",961,456.475,"",30,237.42,192.85
"176",1002,"190904GHER1",17,4,17,"Bohlen-Pierce Pan Flute Folk Tune","Arturo Grolimund","",NA,1953,2,NA,"",961,456.475,"",1,203.42,185.24
"177",1002,"220914GHER1",17,26,16,"Symphony No. 6 mvmt 1","Tchaikovsky","",2,1952,2,NA,"",961,456.475,"",2,245.63,189.97
"178",1002,"AEHR",17,20,16,"Symphony No. 6 mvmt 1","Tchaikovsky","",NA,1960,2,NA,"",961,456.475,"",3,229.14,214.61
"179",1002,"ASHA",17,18,8,"Symphony No. 2 Finale","Mahler","",NA,1951,1,NA,"",961,456.475,"",4,209.8,165.92
"180",1002,"BFOR",17,22,4,"Footloose","Kenny Loggins","1984",NA,1944,4,40,"adulthood",961,456.475,"",5,213.75,166.72
"181",1002,"CWEI",17,7,2,"Evergreen","Barbra Streisand","1976",NA,1941,4,35,"adulthood",961,456.475,"",6,208.62,162.12
"182",1002,"DFAI",17,12,3,"Ode to Billie Joel","Bobbie Gentry","1967",NA,1953,4,14,"adolescence",961,456.475,"",7,247.28,202.92
"183",1002,"DMET",17,30,22,"Eight Miles High","The Byrds","1966",4,1951,4,15,"adolescence",961,456.475,"y",8,210.98,189.37
"184",1002,"DMUN",17,25,9,"Cavatina Op. 130","Beethoven","",3,1968,3,NA,"",961,456.475,"",9,211.72,180.4
"185",1002,"EHER",17,16,22,"Simmer","Hubert Ho","",NA,1958,1,NA,"",961,456.475,"",10,239.62,240.44
"186",1002,"EKAS",17,28,2,"Return of the Mack","Mark Morrison","1996",4,1957,4,39,"adulthood",961,456.475,"",11,209.68,192.45
"187",1002,"ELAR",17,21,5,"Isn't She Lovely","Stevie Wonder","1976",NA,1959,4,17,"adolescence",961,456.475,"",12,244.16,181.72
"188",1002,"EROS",17,9,9,"Cavatina Op. 130","Beethoven","",NA,1961,2,NA,"",961,456.475,"",13,214.65,187.57
"189",1002,"ETAL",17,34,18,"Ol' '55","Tom Waits","1973",4,1956,4,17,"adolescence",961,456.475,"",34,218.27,211.8
"190",1002,"FKEE",17,1,6,"That's How I Got to Memphis","Tom T. Hall","1968",NA,1963,4,5,"childhood",961,456.475,"",14,225.61,191.94
"191",1002,"GCAS",17,11,13,"Reckoner","Radiohead","2007",NA,1947,3,60,"",961,456.475,"",15,239.14,224.94
"192",1002,"GSHA",17,19,21,"When the Moon Casts Shadows","Hubert Ho","",NA,1955,1,NA,"",961,456.475,"",16,223.28,176.59
"193",1002,"JBAR",17,32,17,"The Last Time","The Rolling Stones","1965",4,1950,4,15,"adolescence",961,456.475,"",32,211.81,187.91
"194",1002,"JDEN",17,27,20,"Beyond the Horizon","Georg Hajdu","",2,1968,1,NA,"",961,456.475,"",17,214.95,195.07
"195",1002,"JKAY",17,13,2,"","","",NA,NA,NA,NA,"",961,456.475,"",18,232.08,197.58
"196",1002,"JPRE",17,6,18,"Hoquetus II","Johannes Kretz","",2,1944,1,NA,"",961,456.475,"",19,207.64,167.56
"197",1002,"JSCH",17,2,18,"Hoquetus II","Johannes Kretz","",NA,1951,1,NA,"",961,456.475,"",20,226.4,210.12
"198",1002,"LDIR",17,5,22,"Simmer","Hubert Ho","",NA,1956,1,NA,"",961,456.475,"",21,218.05,180.39
"199",1002,"LGEN",17,3,9,"Cavatina Op. 130","Beethoven","",NA,1955,3,NA,"",961,456.475,"",22,213.35,147.42
"200",1002,"LJAC",17,17,7,"Adagio for Strings","Barber","",NA,1952,2,NA,"",961,456.475,"",23,246.49,193.26
"201",1002,"LOLE",17,14,14,"Nocturne in C Sharp minor","Chopin","",NA,1946,3,NA,"",961,456.475,"",24,231.6,195.91
"202",1002,"MBLO",17,8,10,"John Wayne Gacy Jr.","Sufjan Stevens","",NA,1953,2,NA,"",961,456.475,"",25,231.6,208.02
