"","TR","SUBID","order","CONN_ID","stim_number","stim_name","artist","yearofrelease","liking","yearofbirth","familiarity","SSA","age_bin","TR_onset","second_onset","memory.evoking.","ID","PC_univ","HC_univ"
"3296",1083,"CWEI",19,7,13,"Reckoner","Radiohead","2007",NA,1941,3,66,"",1081,513.475,"",6,207.03,159.8
"3297",1083,"DFAI",19,12,6,"Thanks for the Memories","Fall Out Boy","2007",NA,1953,4,54,"",1081,513.475,"",7,248.08,200.94
"3298",1083,"DMET",19,30,19,"Pinball Wizard","The Who","1969",3,1951,4,18,"adolescence",1081,513.475,"y",8,209.09,186.66
"3299",1083,"DMUN",19,25,18,"Hoquetus II","Johannes Kretz","",3,1968,1,NA,"",1081,513.475,"",9,211.85,179.09
"3300",1083,"EHER",19,16,14,"Nocturne in C Sharp minor","Chopin","",NA,1958,1,NA,"",1081,513.475,"",10,243.29,245.24
"3301",1083,"EKAS",19,28,6,"Flow with It (You Got Me Feeling Like)","St. Paul & The Broken Bones","2016",4,1957,4,59,"",1081,513.475,"",11,207.24,190.62
"3302",1083,"ELAR",19,21,20,"Beyond the Horizon","Georg Hajdu","",NA,1959,1,NA,"",1081,513.475,"",12,244.67,182.02
"3303",1083,"EROS",19,9,1,"I Can't Get No Satisfaction","The Rolling Stones","1965",NA,1961,4,4,"childhood",1081,513.475,"",13,213.17,187.5
"3304",1083,"ETAL",19,34,23,"American Pie","Don Mclean","1971",3,1956,4,15,"adolescence",1081,513.475,"",34,217.1,212.3
"3305",1083,"FKEE",19,1,18,"Hoquetus II","Johannes Kretz","",NA,1963,1,NA,"",1081,513.475,"",14,227.02,190.67
"3306",1083,"GCAS",19,11,22,"Simmer","Hubert Ho","",NA,1947,2,NA,"",1081,513.475,"",15,236.69,220.88
"3307",1083,"GSHA",19,19,5,"Ain't Nobody","Rufus & Chaka Khan","1983",NA,1955,4,28,"adulthood",1081,513.475,"",16,223.74,176
"3308",1083,"JBAR",19,32,22,"Car Song","Woody Guthrie","1951",3,1950,3,1,"childhood",1081,513.475,"",32,210.76,182.84
"3309",1083,"JDEN",19,27,5,"Goodbye Yellow Brick Road","Sara Bareilles","2013",4,1968,4,45,"adulthood",1081,513.475,"",17,219.25,199.58
"3310",1083,"JKAY",19,13,17,"Bohlen-Pierce Pan Flute Folk Tune","Arturo Grolimund","",NA,1950,1,NA,"",1081,513.475,"",18,230.01,195.9
"3311",1083,"JPRE",19,6,7,"Adagio for Strings","Barber","",3,1944,2,NA,"",1081,513.475,"",19,208.28,169.31
"3312",1083,"JSCH",19,2,12,"The Sound of Silence","Simon & Garfunkel","1964",NA,1951,4,13,"adolescence",1081,513.475,"",20,227.11,212.12
"3313",1083,"LDIR",19,5,18,"Hoquetus II","Johannes Kretz","",NA,1956,1,NA,"",1081,513.475,"",21,219.76,177.42
"3314",1083,"LGEN",19,3,3,"Clare de Lune","Debussy","",NA,1955,4,NA,"adulthood",1081,513.475,"",22,212.99,147.21
"3315",1083,"LJAC",19,17,3,"I Never Can Say Goodbye","","",NA,1952,4,NA,"",1081,513.475,"",23,248.79,193.96
"3316",1083,"LOLE",19,14,18,"Hoquetus II","Johannes Kretz","",NA,1946,1,NA,"",1081,513.475,"",24,233.03,193.23
"3317",1083,"MBLO",19,8,11,"Hurt","Johnny Cash","2002",NA,1953,4,49,"",1081,513.475,"",25,231.39,209.06
"3318",1083,"MCHA",19,35,11,"One Fine Day","The Chiffons","1963",4,1954,4,9,"childhood",1081,513.475,"",31,228.96,227.81
"3319",1083,"MCOR",19,31,15,"Rosa","Orlando Silva","1937",4,1964,4,-27,"",1081,513.475,"",35,225.2,205.21
"3320",1083,"NLEN",19,24,8,"Symphony No. 2 Finale","Mahler","",3,1942,3,NA,"",1081,513.475,"",26,196.42,165.34
"3321",1083,"OADE",19,29,11,"Joy to the World","Three Dog Night","1970",3,1970,3,0,"childhood",1081,513.475,"n",27,229.75,215.55
"3322",1083,"RLIE",19,33,21,"Tossin' and Turnin'","Bobby Lewis","1961",2,1960,4,1,"childhood",1081,513.475,"",33,219.67,187.03
"3323",1083,"SCAE",19,15,4,"Panic in Detroit","David Bowie","1973",NA,1965,4,8,"childhood",1081,513.475,"",28,238.83,178.68
"3324",1083,"TCIE",19,10,1,"I Will","Allison Krauss & Tony Furtado","1992",NA,1960,4,32,"adulthood",1081,513.475,"",29,214.6,167.95
"3325",1083,"TSTA",19,23,5,"Lacrimosa","Mozart","",NA,1959,2,NA,"",1081,513.475,"",30,237.53,191.92
"3326",1084,"190904GHER1",19,4,4,"Stay  ","David Bowie","1976",NA,1953,1,23,"adulthood",1081,513.475,"",1,203.73,186.17
"3327",1084,"220914GHER1",19,26,1,"Life on Mars?","David Bowie","1971",3,1952,3,19,"",1081,513.475,"",2,246.37,189.12
"3328",1084,"AEHR",19,20,14,"Nocturne in C Sharp minor","Chopin","",NA,1960,3,NA,"",1081,513.475,"",3,229.93,218.82
"3329",1084,"ASHA",19,18,9,"Cavatina Op. 130","Beethoven","",NA,1951,1,NA,"",1081,513.475,"",4,212.14,165.39
"3330",1084,"BFOR",19,22,2,"Take a Chance on Me","ABBA","1977",NA,1944,4,33,"adulthood",1081,513.475,"",5,210.34,166.07
"3331",1084,"CWEI",19,7,13,"Reckoner","Radiohead","2007",NA,1941,3,66,"",1081,513.475,"",6,207.32,161.82
"3332",1084,"DFAI",19,12,6,"Thanks for the Memories","Fall Out Boy","2007",NA,1953,4,54,"",1081,513.475,"",7,248.13,200.78
"3333",1084,"DMET",19,30,19,"Pinball Wizard","The Who","1969",3,1951,4,18,"adolescence",1081,513.475,"y",8,208.95,190.01
"3334",1084,"DMUN",19,25,18,"Hoquetus II","Johannes Kretz","",3,1968,1,NA,"",1081,513.475,"",9,211.88,175.72
"3335",1084,"EHER",19,16,14,"Nocturne in C Sharp minor","Chopin","",NA,1958,1,NA,"",1081,513.475,"",10,242.4,241.31
"3336",1084,"EKAS",19,28,6,"Flow with It (You Got Me Feeling Like)","St. Paul & The Broken Bones","2016",4,1957,4,59,"",1081,513.475,"",11,207.32,193
"3337",1084,"ELAR",19,21,20,"Beyond the Horizon","Georg Hajdu","",NA,1959,1,NA,"",1081,513.475,"",12,244.33,181.14
"3338",1084,"EROS",19,9,1,"I Can't Get No Satisfaction","The Rolling Stones","1965",NA,1961,4,4,"childhood",1081,513.475,"",13,213.17,185.73
"3339",1084,"ETAL",19,34,23,"American Pie","Don Mclean","1971",3,1956,4,15,"adolescence",1081,513.475,"",34,216.26,212.27
"3340",1084,"FKEE",19,1,18,"Hoquetus II","Johannes Kretz","",NA,1963,1,NA,"",1081,513.475,"",14,226.8,187.68
"3341",1084,"GCAS",19,11,22,"Simmer","Hubert Ho","",NA,1947,2,NA,"",1081,513.475,"",15,238.59,220.62
"3342",1084,"GSHA",19,19,5,"Ain't Nobody","Rufus & Chaka Khan","1983",NA,1955,4,28,"adulthood",1081,513.475,"",16,223.07,173.17
"3343",1084,"JBAR",19,32,22,"Car Song","Woody Guthrie","1951",3,1950,3,1,"childhood",1081,513.475,"",32,210.5,183.96
"3344",1084,"JDEN",19,27,5,"Goodbye Yellow Brick Road","Sara Bareilles","2013",4,1968,4,45,"adulthood",1081,513.475,"",17,222.01,201.93
"3345",1084,"JKAY",19,13,17,"Bohlen-Pierce Pan Flute Folk Tune","Arturo Grolimund","",NA,1950,1,NA,"",1081,513.475,"",18,230.72,194.05
"3346",1084,"JPRE",19,6,7,"Adagio for Strings","Barber","",3,1944,2,NA,"",1081,513.475,"",19,207.81,166.39
"3347",1084,"JSCH",19,2,12,"The Sound of Silence","Simon & Garfunkel","1964",NA,1951,4,13,"adolescence",1081,513.475,"",20,226.5,210.45
"3348",1084,"LDIR",19,5,18,"Hoquetus II","Johannes Kretz","",NA,1956,1,NA,"",1081,513.475,"",21,220.73,177.91
"3349",1084,"LGEN",19,3,3,"Clare de Lune","Debussy","",NA,1955,4,NA,"adulthood",1081,513.475,"",22,213.93,147.77
"3350",1084,"LJAC",19,17,3,"I Never Can Say Goodbye","","",NA,1952,4,NA,"",1081,513.475,"",23,247.3,190.97
"3351",1084,"LOLE",19,14,18,"Hoquetus II","Johannes Kretz","",NA,1946,1,NA,"",1081,513.475,"",24,234.05,190.84
"3352",1084,"MBLO",19,8,11,"Hurt","Johnny Cash","2002",NA,1953,4,49,"",1081,513.475,"",25,231.37,208.54
"3353",1084,"MCHA",19,35,11,"One Fine Day","The Chiffons","1963",4,1954,4,9,"childhood",1081,513.475,"",31,227.94,224.18
"3354",1084,"MCOR",19,31,15,"Rosa","Orlando Silva","1937",4,1964,4,-27,"",1081,513.475,"",35,225.11,204.23
"3355",1084,"NLEN",19,24,8,"Symphony No. 2 Finale","Mahler","",3,1942,3,NA,"",1081,513.475,"",26,196.21,164.91
"3356",1084,"OADE",19,29,11,"Joy to the World","Three Dog Night","1970",3,1970,3,0,"childhood",1081,513.475,"n",27,230.13,217.35
"3357",1084,"RLIE",19,33,21,"Tossin' and Turnin'","Bobby Lewis","1961",2,1960,4,1,"childhood",1081,513.475,"",33,220.64,180.74
"3358",1084,"SCAE",19,15,4,"Panic in Detroit","David Bowie","1973",NA,1965,4,8,"childhood",1081,513.475,"",28,238.11,177.33
"3359",1084,"TCIE",19,10,1,"I Will","Allison Krauss & Tony Furtado","1992",NA,1960,4,32,"adulthood",1081,513.475,"",29,213.29,167.29
"3360",1084,"TSTA",19,23,5,"Lacrimosa","Mozart","",NA,1959,2,NA,"",1081,513.475,"",30,238.59,193.89
"3361",1085,"190904GHER1",19,4,4,"Stay  ","David Bowie","1976",NA,1953,1,23,"adulthood",1081,513.475,"",1,203.84,185.67
"3362",1085,"220914GHER1",19,26,1,"Life on Mars?","David Bowie","1971",3,1952,3,19,"",1081,513.475,"",2,246.97,188.84
"3363",1085,"AEHR",19,20,14,"Nocturne in C Sharp minor","Chopin","",NA,1960,3,NA,"",1081,513.475,"",3,230.18,217.32
"3364",1085,"ASHA",19,18,9,"Cavatina Op. 130","Beethoven","",NA,1951,1,NA,"",1081,513.475,"",4,211.89,165.78
"3365",1085,"BFOR",19,22,2,"Take a Chance on Me","ABBA","1977",NA,1944,4,33,"adulthood",1081,513.475,"",5,210.3,164.27
"3366",1085,"CWEI",19,7,13,"Reckoner","Radiohead","2007",NA,1941,3,66,"",1081,513.475,"",6,208.1,161.29
"3367",1085,"DFAI",19,12,6,"Thanks for the Memories","Fall Out Boy","2007",NA,1953,4,54,"",1081,513.475,"",7,248.02,200.71
"3368",1085,"DMET",19,30,19,"Pinball Wizard","The Who","1969",3,1951,4,18,"adolescence",1081,513.475,"y",8,210.05,184.27
"3369",1085,"DMUN",19,25,18,"Hoquetus II","Johannes Kretz","",3,1968,1,NA,"",1081,513.475,"",9,212.75,178.04
"3370",1085,"EHER",19,16,14,"Nocturne in C Sharp minor","Chopin","",NA,1958,1,NA,"",1081,513.475,"",10,242.63,243.62
"3371",1085,"EKAS",19,28,6,"Flow with It (You Got Me Feeling Like)","St. Paul & The Broken Bones","2016",4,1957,4,59,"",1081,513.475,"",11,207.64,190.96
"3372",1085,"ELAR",19,21,20,"Beyond the Horizon","Georg Hajdu","",NA,1959,1,NA,"",1081,513.475,"",12,244.34,182
"3373",1085,"EROS",19,9,1,"I Can't Get No Satisfaction","The Rolling Stones","1965",NA,1961,4,4,"childhood",1081,513.475,"",13,213.39,186.12
"3374",1085,"ETAL",19,34,23,"American Pie","Don Mclean","1971",3,1956,4,15,"adolescence",1081,513.475,"",34,216.12,209.94
"3375",1085,"FKEE",19,1,18,"Hoquetus II","Johannes Kretz","",NA,1963,1,NA,"",1081,513.475,"",14,227.39,192.16
"3376",1085,"GCAS",19,11,22,"Simmer","Hubert Ho","",NA,1947,2,NA,"",1081,513.475,"",15,239.37,220.98
"3377",1085,"GSHA",19,19,5,"Ain't Nobody","Rufus & Chaka Khan","1983",NA,1955,4,28,"adulthood",1081,513.475,"",16,223.83,176.13
"3378",1085,"JBAR",19,32,22,"Car Song","Woody Guthrie","1951",3,1950,3,1,"childhood",1081,513.475,"",32,210.93,186.29
"3379",1085,"JDEN",19,27,5,"Goodbye Yellow Brick Road","Sara Bareilles","2013",4,1968,4,45,"adulthood",1081,513.475,"",17,221.18,199.45
"3380",1085,"JKAY",19,13,17,"Bohlen-Pierce Pan Flute Folk Tune","Arturo Grolimund","",NA,1950,1,NA,"",1081,513.475,"",18,230.4,194.46
"3381",1085,"JPRE",19,6,7,"Adagio for Strings","Barber","",3,1944,2,NA,"",1081,513.475,"",19,207.98,168.24
"3382",1085,"JSCH",19,2,12,"The Sound of Silence","Simon & Garfunkel","1964",NA,1951,4,13,"adolescence",1081,513.475,"",20,226.75,211.85
"3383",1085,"LDIR",19,5,18,"Hoquetus II","Johannes Kretz","",NA,1956,1,NA,"",1081,513.475,"",21,220.76,178.01
"3384",1085,"LGEN",19,3,3,"Clare de Lune","Debussy","",NA,1955,4,NA,"adulthood",1081,513.475,"",22,214.11,147.24
"3385",1085,"LJAC",19,17,3,"I Never Can Say Goodbye","","",NA,1952,4,NA,"",1081,513.475,"",23,246.26,191.37
"3386",1085,"LOLE",19,14,18,"Hoquetus II","Johannes Kretz","",NA,1946,1,NA,"",1081,513.475,"",24,233.52,190.34
"3387",1085,"MBLO",19,8,11,"Hurt","Johnny Cash","2002",NA,1953,4,49,"",1081,513.475,"",25,231.22,207.63
"3388",1085,"MCHA",19,35,11,"One Fine Day","The Chiffons","1963",4,1954,4,9,"childhood",1081,513.475,"",31,228.26,226.52
"3389",1085,"MCOR",19,31,15,"Rosa","Orlando Silva","1937",4,1964,4,-27,"",1081,513.475,"",35,226.35,205
"3390",1085,"NLEN",19,24,8,"Symphony No. 2 Finale","Mahler","",3,1942,3,NA,"",1081,513.475,"",26,196.41,165.42
"3391",1085,"OADE",19,29,11,"Joy to the World","Three Dog Night","1970",3,1970,3,0,"childhood",1081,513.475,"n",27,229.68,217.2
"3392",1085,"RLIE",19,33,21,"Tossin' and Turnin'","Bobby Lewis","1961",2,1960,4,1,"childhood",1081,513.475,"",33,220.65,186.97
"3393",1085,"SCAE",19,15,4,"Panic in Detroit","David Bowie","1973",NA,1965,4,8,"childhood",1081,513.475,"",28,239.15,176.9
"3394",1085,"TCIE",19,10,1,"I Will","Allison Krauss & Tony Furtado","1992",NA,1960,4,32,"adulthood",1081,513.475,"",29,213.2,165.89
"3395",1085,"TSTA",19,23,5,"Lacrimosa","Mozart","",NA,1959,2,NA,"",1081,513.475,"",30,238.11,194.02
"3396",1086,"190904GHER1",19,4,4,"Stay  ","David Bowie","1976",NA,1953,1,23,"adulthood",1081,513.475,"",1,203.42,187.56
"3397",1086,"220914GHER1",19,26,1,"Life on Mars?","David Bowie","1971",3,1952,3,19,"",1081,513.475,"",2,246.77,191.11
"3398",1086,"AEHR",19,20,14,"Nocturne in C Sharp minor","Chopin","",NA,1960,3,NA,"",1081,513.475,"",3,230.56,218.08
"3399",1086,"ASHA",19,18,9,"Cavatina Op. 130","Beethoven","",NA,1951,1,NA,"",1081,513.475,"",4,211.79,165.2
"3400",1086,"BFOR",19,22,2,"Take a Chance on Me","ABBA","1977",NA,1944,4,33,"adulthood",1081,513.475,"",5,211.05,166.74
"3401",1086,"CWEI",19,7,13,"Reckoner","Radiohead","2007",NA,1941,3,66,"",1081,513.475,"",6,206.22,160.72
"3402",1086,"DFAI",19,12,6,"Thanks for the Memories","Fall Out Boy","2007",NA,1953,4,54,"",1081,513.475,"",7,247.72,201.43
"3403",1086,"DMET",19,30,19,"Pinball Wizard","The Who","1969",3,1951,4,18,"adolescence",1081,513.475,"y",8,211,189.86
"3404",1086,"DMUN",19,25,18,"Hoquetus II","Johannes Kretz","",3,1968,1,NA,"",1081,513.475,"",9,212.14,180.18
"3405",1086,"EHER",19,16,14,"Nocturne in C Sharp minor","Chopin","",NA,1958,1,NA,"",1081,513.475,"",10,240.88,240.25
"3406",1086,"EKAS",19,28,6,"Flow with It (You Got Me Feeling Like)","St. Paul & The Broken Bones","2016",4,1957,4,59,"",1081,513.475,"",11,207.31,193.39
"3407",1086,"ELAR",19,21,20,"Beyond the Horizon","Georg Hajdu","",NA,1959,1,NA,"",1081,513.475,"",12,242.54,180.28
"3408",1086,"EROS",19,9,1,"I Can't Get No Satisfaction","The Rolling Stones","1965",NA,1961,4,4,"childhood",1081,513.475,"",13,213.52,185.55
"3409",1086,"ETAL",19,34,23,"American Pie","Don Mclean","1971",3,1956,4,15,"adolescence",1081,513.475,"",34,215.87,211.94
"3410",1086,"FKEE",19,1,18,"Hoquetus II","Johannes Kretz","",NA,1963,1,NA,"",1081,513.475,"",14,227.3,188.57
"3411",1086,"GCAS",19,11,22,"Simmer","Hubert Ho","",NA,1947,2,NA,"",1081,513.475,"",15,238.53,222.32
"3412",1086,"GSHA",19,19,5,"Ain't Nobody","Rufus & Chaka Khan","1983",NA,1955,4,28,"adulthood",1081,513.475,"",16,223.43,172.92
"3413",1086,"JBAR",19,32,22,"Car Song","Woody Guthrie","1951",3,1950,3,1,"childhood",1081,513.475,"",32,210.57,183.69
"3414",1086,"JDEN",19,27,5,"Goodbye Yellow Brick Road","Sara Bareilles","2013",4,1968,4,45,"adulthood",1081,513.475,"",17,222.23,201.27
"3415",1086,"JKAY",19,13,17,"Bohlen-Pierce Pan Flute Folk Tune","Arturo Grolimund","",NA,1950,1,NA,"",1081,513.475,"",18,229.66,195.21
"3416",1086,"JPRE",19,6,7,"Adagio for Strings","Barber","",3,1944,2,NA,"",1081,513.475,"",19,207.15,166.84
"3417",1086,"JSCH",19,2,12,"The Sound of Silence","Simon & Garfunkel","1964",NA,1951,4,13,"adolescence",1081,513.475,"",20,226.23,208.33
"3418",1086,"LDIR",19,5,18,"Hoquetus II","Johannes Kretz","",NA,1956,1,NA,"",1081,513.475,"",21,219.8,176.98
"3419",1086,"LGEN",19,3,3,"Clare de Lune","Debussy","",NA,1955,4,NA,"adulthood",1081,513.475,"",22,214.8,147.07
"3420",1086,"LJAC",19,17,3,"I Never Can Say Goodbye","","",NA,1952,4,NA,"",1081,513.475,"",23,245.63,192.31
"3421",1086,"LOLE",19,14,18,"Hoquetus II","Johannes Kretz","",NA,1946,1,NA,"",1081,513.475,"",24,233.36,194.24
"3422",1086,"MBLO",19,8,11,"Hurt","Johnny Cash","2002",NA,1953,4,49,"",1081,513.475,"",25,231.35,207.9
"3423",1086,"MCHA",19,35,11,"One Fine Day","The Chiffons","1963",4,1954,4,9,"childhood",1081,513.475,"",31,228,223.06
"3424",1086,"MCOR",19,31,15,"Rosa","Orlando Silva","1937",4,1964,4,-27,"",1081,513.475,"",35,225.87,204.41
"3425",1086,"NLEN",19,24,8,"Symphony No. 2 Finale","Mahler","",3,1942,3,NA,"",1081,513.475,"",26,197.75,167.16
"3426",1086,"OADE",19,29,11,"Joy to the World","Three Dog Night","1970",3,1970,3,0,"childhood",1081,513.475,"n",27,230.78,218.31
"3427",1086,"RLIE",19,33,21,"Tossin' and Turnin'","Bobby Lewis","1961",2,1960,4,1,"childhood",1081,513.475,"",33,221.35,182.18
"3428",1086,"SCAE",19,15,4,"Panic in Detroit","David Bowie","1973",NA,1965,4,8,"childhood",1081,513.475,"",28,239.92,179.66
"3429",1086,"TCIE",19,10,1,"I Will","Allison Krauss & Tony Furtado","1992",NA,1960,4,32,"adulthood",1081,513.475,"",29,213.15,166.84
"3430",1086,"TSTA",19,23,5,"Lacrimosa","Mozart","",NA,1959,2,NA,"",1081,513.475,"",30,238.7,193.52
"3431",1087,"190904GHER1",19,4,4,"Stay  ","David Bowie","1976",NA,1953,1,23,"adulthood",1081,513.475,"",1,204.1,184.81
"3432",1087,"220914GHER1",19,26,1,"Life on Mars?","David Bowie","1971",3,1952,3,19,"",1081,513.475,"",2,246.38,188.63
"3433",1087,"AEHR",19,20,14,"Nocturne in C Sharp minor","Chopin","",NA,1960,3,NA,"",1081,513.475,"",3,228.9,218.99
"3434",1087,"ASHA",19,18,9,"Cavatina Op. 130","Beethoven","",NA,1951,1,NA,"",1081,513.475,"",4,210.87,166
"3435",1087,"BFOR",19,22,2,"Take a Chance on Me","ABBA","1977",NA,1944,4,33,"adulthood",1081,513.475,"",5,211.04,166.29
"3436",1087,"CWEI",19,7,13,"Reckoner","Radiohead","2007",NA,1941,3,66,"",1081,513.475,"",6,207.29,159.66
"3437",1087,"DFAI",19,12,6,"Thanks for the Memories","Fall Out Boy","2007",NA,1953,4,54,"",1081,513.475,"",7,248.71,203.64
"3438",1087,"DMET",19,30,19,"Pinball Wizard","The Who","1969",3,1951,4,18,"adolescence",1081,513.475,"y",8,210.77,186.99
"3439",1087,"DMUN",19,25,18,"Hoquetus II","Johannes Kretz","",3,1968,1,NA,"",1081,513.475,"",9,212.37,177.73
"3440",1087,"EHER",19,16,14,"Nocturne in C Sharp minor","Chopin","",NA,1958,1,NA,"",1081,513.475,"",10,241,243.84
"3441",1087,"EKAS",19,28,6,"Flow with It (You Got Me Feeling Like)","St. Paul & The Broken Bones","2016",4,1957,4,59,"",1081,513.475,"",11,207,191.81
"3442",1087,"ELAR",19,21,20,"Beyond the Horizon","Georg Hajdu","",NA,1959,1,NA,"",1081,513.475,"",12,242.99,180.99
"3443",1087,"EROS",19,9,1,"I Can't Get No Satisfaction","The Rolling Stones","1965",NA,1961,4,4,"childhood",1081,513.475,"",13,213.08,186.61
"3444",1087,"ETAL",19,34,23,"American Pie","Don Mclean","1971",3,1956,4,15,"adolescence",1081,513.475,"",34,216.03,212.53
"3445",1087,"FKEE",19,1,18,"Hoquetus II","Johannes Kretz","",NA,1963,1,NA,"",1081,513.475,"",14,227.6,190.41
"3446",1087,"GCAS",19,11,22,"Simmer","Hubert Ho","",NA,1947,2,NA,"",1081,513.475,"",15,238.93,220.93
"3447",1087,"GSHA",19,19,5,"Ain't Nobody","Rufus & Chaka Khan","1983",NA,1955,4,28,"adulthood",1081,513.475,"",16,223.62,176.65
"3448",1087,"JBAR",19,32,22,"Car Song","Woody Guthrie","1951",3,1950,3,1,"childhood",1081,513.475,"",32,210.89,188.54
"3449",1087,"JDEN",19,27,5,"Goodbye Yellow Brick Road","Sara Bareilles","2013",4,1968,4,45,"adulthood",1081,513.475,"",17,220.82,198.89
"3450",1087,"JKAY",19,13,17,"Bohlen-Pierce Pan Flute Folk Tune","Arturo Grolimund","",NA,1950,1,NA,"",1081,513.475,"",18,229.76,194.75
"3451",1087,"JPRE",19,6,7,"Adagio for Strings","Barber","",3,1944,2,NA,"",1081,513.475,"",19,207.68,166.61
"3452",1087,"JSCH",19,2,12,"The Sound of Silence","Simon & Garfunkel","1964",NA,1951,4,13,"adolescence",1081,513.475,"",20,226.46,212.4
"3453",1087,"LDIR",19,5,18,"Hoquetus II","Johannes Kretz","",NA,1956,1,NA,"",1081,513.475,"",21,221.09,179.11
"3454",1087,"LGEN",19,3,3,"Clare de Lune","Debussy","",NA,1955,4,NA,"adulthood",1081,513.475,"",22,214.98,148.49
"3455",1087,"LJAC",19,17,3,"I Never Can Say Goodbye","","",NA,1952,4,NA,"",1081,513.475,"",23,245.6,191.58
"3456",1087,"LOLE",19,14,18,"Hoquetus II","Johannes Kretz","",NA,1946,1,NA,"",1081,513.475,"",24,232.46,189.63
"3457",1087,"MBLO",19,8,11,"Hurt","Johnny Cash","2002",NA,1953,4,49,"",1081,513.475,"",25,230.93,206.75
"3458",1087,"MCHA",19,35,11,"One Fine Day","The Chiffons","1963",4,1954,4,9,"childhood",1081,513.475,"",31,228.89,227.31
"3459",1087,"MCOR",19,31,15,"Rosa","Orlando Silva","1937",4,1964,4,-27,"",1081,513.475,"",35,226.23,205.95
"3460",1087,"NLEN",19,24,8,"Symphony No. 2 Finale","Mahler","",3,1942,3,NA,"",1081,513.475,"",26,198.07,169.13
"3461",1087,"OADE",19,29,11,"Joy to the World","Three Dog Night","1970",3,1970,3,0,"childhood",1081,513.475,"n",27,230.43,218.6
"3462",1087,"RLIE",19,33,21,"Tossin' and Turnin'","Bobby Lewis","1961",2,1960,4,1,"childhood",1081,513.475,"",33,221.17,184.76
"3463",1087,"SCAE",19,15,4,"Panic in Detroit","David Bowie","1973",NA,1965,4,8,"childhood",1081,513.475,"",28,241.84,177.46
"3464",1087,"TCIE",19,10,1,"I Will","Allison Krauss & Tony Furtado","1992",NA,1960,4,32,"adulthood",1081,513.475,"",29,213.78,168.02
"3465",1087,"TSTA",19,23,5,"Lacrimosa","Mozart","",NA,1959,2,NA,"",1081,513.475,"",30,237.53,193.48
"3466",1088,"190904GHER1",19,4,4,"Stay  ","David Bowie","1976",NA,1953,1,23,"adulthood",1081,513.475,"",1,203.97,185.32
"3467",1088,"220914GHER1",19,26,1,"Life on Mars?","David Bowie","1971",3,1952,3,19,"",1081,513.475,"",2,245.35,190.92
"3468",1088,"AEHR",19,20,14,"Nocturne in C Sharp minor","Chopin","",NA,1960,3,NA,"",1081,513.475,"",3,228.76,214.09
"3469",1088,"ASHA",19,18,9,"Cavatina Op. 130","Beethoven","",NA,1951,1,NA,"",1081,513.475,"",4,210.27,167.18
"3470",1088,"BFOR",19,22,2,"Take a Chance on Me","ABBA","1977",NA,1944,4,33,"adulthood",1081,513.475,"",5,212.08,167.23
"3471",1088,"CWEI",19,7,13,"Reckoner","Radiohead","2007",NA,1941,3,66,"",1081,513.475,"",6,207.14,158.79
"3472",1088,"DFAI",19,12,6,"Thanks for the Memories","Fall Out Boy","2007",NA,1953,4,54,"",1081,513.475,"",7,248.73,203.67
"3473",1088,"DMET",19,30,19,"Pinball Wizard","The Who","1969",3,1951,4,18,"adolescence",1081,513.475,"y",8,209.72,189.84
"3474",1088,"DMUN",19,25,18,"Hoquetus II","Johannes Kretz","",3,1968,1,NA,"",1081,513.475,"",9,212.51,180.4
"3475",1088,"EHER",19,16,14,"Nocturne in C Sharp minor","Chopin","",NA,1958,1,NA,"",1081,513.475,"",10,241.34,239.09
"3476",1088,"EKAS",19,28,6,"Flow with It (You Got Me Feeling Like)","St. Paul & The Broken Bones","2016",4,1957,4,59,"",1081,513.475,"",11,206.91,193.6
"3477",1088,"ELAR",19,21,20,"Beyond the Horizon","Georg Hajdu","",NA,1959,1,NA,"",1081,513.475,"",12,242.69,179.16
"3478",1088,"EROS",19,9,1,"I Can't Get No Satisfaction","The Rolling Stones","1965",NA,1961,4,4,"childhood",1081,513.475,"",13,213.53,186.97
"3479",1088,"ETAL",19,34,23,"American Pie","Don Mclean","1971",3,1956,4,15,"adolescence",1081,513.475,"",34,216.88,211.67
"3480",1088,"FKEE",19,1,18,"Hoquetus II","Johannes Kretz","",NA,1963,1,NA,"",1081,513.475,"",14,226.3,187.12
"3481",1088,"GCAS",19,11,22,"Simmer","Hubert Ho","",NA,1947,2,NA,"",1081,513.475,"",15,238.97,220.14
"3482",1088,"GSHA",19,19,5,"Ain't Nobody","Rufus & Chaka Khan","1983",NA,1955,4,28,"adulthood",1081,513.475,"",16,223.09,172.22
"3483",1088,"JBAR",19,32,22,"Car Song","Woody Guthrie","1951",3,1950,3,1,"childhood",1081,513.475,"",32,211.36,181.88
"3484",1088,"JDEN",19,27,5,"Goodbye Yellow Brick Road","Sara Bareilles","2013",4,1968,4,45,"adulthood",1081,513.475,"",17,219.2,202.53
"3485",1088,"JKAY",19,13,17,"Bohlen-Pierce Pan Flute Folk Tune","Arturo Grolimund","",NA,1950,1,NA,"",1081,513.475,"",18,229.6,195.31
"3486",1088,"JPRE",19,6,7,"Adagio for Strings","Barber","",3,1944,2,NA,"",1081,513.475,"",19,209.94,170.28
"3487",1088,"JSCH",19,2,12,"The Sound of Silence","Simon & Garfunkel","1964",NA,1951,4,13,"adolescence",1081,513.475,"",20,226.96,208.23
