"","TR","SUBID","order","CONN_ID","stim_number","stim_name","artist","yearofrelease","liking","yearofbirth","familiarity","SSA","age_bin","TR_onset","second_onset","memory.evoking.","ID","PC_univ","HC_univ"
"7584",1218,"JSCH",21,2,17,"Bohlen-Pierce Pan Flute Folk Tune","Arturo Grolimund","",NA,1951,1,NA,"",1201,570.475,"",20,226.53,210.95
"7585",1218,"LDIR",21,5,8,"Symphony No. 2 Finale","Mahler","",NA,1956,1,NA,"",1201,570.475,"",21,219.78,176.68
"7586",1218,"LGEN",21,3,20,"Beyond the Horizon","Georg Hajdu","",NA,1955,2,NA,"",1201,570.475,"",22,213.11,147.55
"7587",1218,"LJAC",21,17,5,"You Send Me","Sam Cooke","1957",NA,1952,4,5,"childhood",1201,570.475,"",23,246.56,193.17
"7588",1218,"LOLE",21,14,2,"Somewhere Over the Rainbow","Israel Kamakawiwoʻole","1990",NA,1946,4,44,"adulthood",1201,570.475,"",24,231.67,196.38
"7589",1218,"MBLO",21,8,24,"Manual Labor","Hubert Ho","",NA,1953,2,NA,"",1201,570.475,"",25,231.21,210.85
"7590",1218,"MCOR",21,31,20,"Vibracoes","Jacob do Bandolim","1967",4,1964,4,3,"childhood",1201,570.475,"",35,226.06,204.87
"7591",1218,"NLEN",21,24,13,"Reckoner","Radiohead","2007",3,1942,2,65,"",1201,570.475,"",26,196.78,172.45
"7592",1218,"OADE",21,29,14,"Another One Bites the Dust","Queen","1980",4,1970,4,10,"childhood",1201,570.475,"y",27,225.92,211.85
"7593",1218,"SCAE",21,15,2,"Doo Doo Doo Doo Doo (Heartbreaker)","The Rolling Stones","1973",NA,1965,4,8,"childhood",1201,570.475,"",28,236.88,177.61
"7594",1218,"TCIE",21,10,8,"Symphony No. 2 Finale","Mahler","",NA,1960,3,NA,"",1201,570.475,"",29,214.7,168.41
"7595",1218,"TSTA",21,23,23,"Vertigo Temporum","Hubert Ho","",NA,1959,1,NA,"",1201,570.475,"",30,238.62,193.37
"7596",1219,"190904GHER1",21,4,11,"Hurt","Johnny Cash","",NA,1953,1,NA,"",1201,570.475,"",1,203.85,185.22
"7597",1219,"220914GHER1",21,26,11,"Hurt","Johnny Cash","",1,1952,1,NA,"",1201,570.475,"",2,247.28,190.25
"7598",1219,"AEHR",21,20,21,"When the Moon Casts Shadows","Hubert Ho","",NA,1960,3,NA,"",1201,570.475,"",3,230.13,213.2
"7599",1219,"ASHA",21,18,20,"Beyond the Horizon","Georg Hajdu","",NA,1951,1,NA,"",1201,570.475,"",4,212.13,165.07
"7600",1219,"BFOR",21,22,22,"Simmer","Hubert Ho","",NA,1944,1,NA,"",1201,570.475,"",5,213.22,168.12
"7601",1219,"CWEI",21,7,14,"Nocturne in C Sharp minor","Chopin","",NA,1941,3,NA,"",1201,570.475,"",6,209.08,161.06
"7602",1219,"DFAI",21,12,18,"Hoquetus II","Johannes Kretz","",NA,1953,1,NA,"",1201,570.475,"",7,247.92,205.29
"7603",1219,"DMET",21,30,7,"I Want to Hold Your Hand","The Beatles","1964",3,1951,4,13,"adolescence",1201,570.475,"y",8,210.86,185.87
"7604",1219,"DMUN",21,25,8,"Symphony No. 2 Finale","Mahler","",2,1968,3,NA,"",1201,570.475,"",9,211.6,180.44
"7605",1219,"EHER",21,16,21,"When the Moon Casts Shadows","Hubert Ho","",NA,1958,1,NA,"",1201,570.475,"",10,240.48,240.97
"7606",1219,"EKAS",21,28,5,"Golden Lady","Louis Cato and The Late Show Band","2022",4,1957,4,65,"",1201,570.475,"",11,210.85,194.32
"7607",1219,"ELAR",21,21,8,"Symphony No. 2 Finale","Mahler","",NA,1959,3,NA,"",1201,570.475,"",12,243.75,181.9
"7608",1219,"EROS",21,9,4,"Stairway to Heaven","Aerosmith","1971",NA,1961,4,10,"childhood",1201,570.475,"",13,213.31,187.17
"7609",1219,"FKEE",21,1,20,"Beyond the Horizon","Georg Hajdu","",NA,1963,1,NA,"",1201,570.475,"",14,226.21,187.21
"7610",1219,"GCAS",21,11,11,"Hurt","Johnny Cash","",NA,1947,2,NA,"",1201,570.475,"",15,240.63,221.3
"7611",1219,"GSHA",21,19,3,"Celebration","Kool & The Gang","1980",NA,1955,4,25,"adulthood",1201,570.475,"",16,223.6,176.78
"7612",1219,"JDEN",21,27,6,"Rocket Man","Elton John","1972",4,1968,4,4,"childhood",1201,570.475,"",17,216.66,198.64
"7613",1219,"JKAY",21,13,10,"John Wayne Gacy Jr.","Sufjan Stevens","",NA,1950,3,NA,"",1201,570.475,"",18,230.79,196.24
"7614",1219,"JPRE",21,6,1,"","","Concerto in D Minor for 2 Violins",4,1944,3,NA,"",1201,570.475,"",19,208.09,169.34
"7615",1219,"JSCH",21,2,17,"Bohlen-Pierce Pan Flute Folk Tune","Arturo Grolimund","",NA,1951,1,NA,"",1201,570.475,"",20,227.09,212.06
"7616",1219,"LDIR",21,5,8,"Symphony No. 2 Finale","Mahler","",NA,1956,1,NA,"",1201,570.475,"",21,219.94,182.58
"7617",1219,"LGEN",21,3,20,"Beyond the Horizon","Georg Hajdu","",NA,1955,2,NA,"",1201,570.475,"",22,213.28,146.78
"7618",1219,"LJAC",21,17,5,"You Send Me","Sam Cooke","1957",NA,1952,4,5,"childhood",1201,570.475,"",23,247.24,191.75
"7619",1219,"LOLE",21,14,2,"Somewhere Over the Rainbow","Israel Kamakawiwoʻole","1990",NA,1946,4,44,"adulthood",1201,570.475,"",24,229.15,191.5
"7620",1219,"MBLO",21,8,24,"Manual Labor","Hubert Ho","",NA,1953,2,NA,"",1201,570.475,"",25,230.73,208.07
"7621",1219,"MCOR",21,31,20,"Vibracoes","Jacob do Bandolim","1967",4,1964,4,3,"childhood",1201,570.475,"",35,226.02,206.55
"7622",1219,"NLEN",21,24,13,"Reckoner","Radiohead","2007",3,1942,2,65,"",1201,570.475,"",26,196.91,169.95
"7623",1219,"OADE",21,29,14,"Another One Bites the Dust","Queen","1980",4,1970,4,10,"childhood",1201,570.475,"y",27,225.45,211.77
"7624",1219,"SCAE",21,15,2,"Doo Doo Doo Doo Doo (Heartbreaker)","The Rolling Stones","1973",NA,1965,4,8,"childhood",1201,570.475,"",28,238.4,177.54
"7625",1219,"TCIE",21,10,8,"Symphony No. 2 Finale","Mahler","",NA,1960,3,NA,"",1201,570.475,"",29,213.86,166.46
"7626",1219,"TSTA",21,23,23,"Vertigo Temporum","Hubert Ho","",NA,1959,1,NA,"",1201,570.475,"",30,238.73,193.64
"7627",122,"190904GHER1",3,4,21,"When the Moon Casts Shadows","Hubert Ho","",NA,1953,2,NA,"",121,57.475,"",1,203.65,187.31
"7628",122,"220914GHER1",3,26,24,"Manual Labor","Hubert Ho","",2,1952,1,NA,"",121,57.475,"",2,245.11,189.62
"7629",122,"AEHR",3,20,4,"What I'd Say","Ray Charles","1959",NA,1960,4,-1,"",121,57.475,"",3,228.88,215.87
"7630",122,"ASHA",3,18,14,"Nocturne in C Sharp minor","Chopin","",NA,1951,1,NA,"",121,57.475,"",4,208.73,165.69
"7631",122,"BFOR",3,22,11,"Hurt","Johnny Cash","",NA,1944,1,NA,"",121,57.475,"",5,211.89,163.21
"7632",122,"CWEI",3,7,4,"Lonesome Tonight","Elvis Presley","1960",NA,1941,4,19,"",121,57.475,"",6,207.99,161.16
"7633",122,"DFAI",3,12,10,"John Wayne Gacy Jr.","Sufjan Stevens","",NA,1953,1,NA,"",121,57.475,"",7,245.86,202.58
"7634",122,"DMET",3,30,12,"Cherry Pink And Apple Blossom White","Perez Prado","",2,1951,1,NA,"",121,57.475,"n",8,210.98,186.93
"7635",122,"DMUN",3,25,6,"Roundabout","Yes","1972",4,1968,4,4,"childhood",121,57.475,"",9,211.53,176.86
"7636",122,"EHER",3,16,13,"Reckoner","Radiohead","",NA,1958,2,NA,"",121,57.475,"",10,238.83,236.67
"7637",122,"EKAS",3,28,21,"When the Moon Casts Shadows","Hubert Ho","",2,1957,1,NA,"",121,57.475,"",11,207.05,194.03
"7638",122,"ELAR",3,21,12,"The Sound of Silence","Simon & Garfunkel","1964",NA,1959,4,5,"childhood",121,57.475,"",12,245.84,182.49
"7639",122,"EROS",3,9,16,"Symphony No. 6 mvmt 1","Tchaikovsky","",NA,1961,1,NA,"",121,57.475,"",13,213.1,188
"7640",122,"FKEE",3,1,15,"Nessun Dorma","Bocelli","",NA,1963,2,NA,"",121,57.475,"",14,225.68,185.22
"7641",122,"GCAS",3,11,6,"Satan, We're Gonna Tear Your Kingdom Down","Shirley Caesar","2016",NA,1947,4,69,"",121,57.475,"",15,235.43,221.27
"7642",122,"GSHA",3,19,15,"Nessun Dorma","Bocelli","",NA,1955,1,NA,"",121,57.475,"",16,223.23,178.38
"7643",122,"JDEN",3,27,10,"John Wayne Gacy Jr.","Sufjan Stevens","",3,1968,2,NA,"",121,57.475,"",17,211.59,197.23
"7644",122,"JKAY",3,13,9,"Cavatina Op. 130","Beethoven","",NA,1950,2,NA,"",121,57.475,"",18,231.37,201.42
"7645",122,"JPRE",3,6,19,"Reminiscences","Steven Yi","",2,1944,1,NA,"",121,57.475,"",19,208.01,170.37
"7646",122,"JSCH",3,2,20,"Beyond the Horizon","Georg Hajdu","",NA,1951,1,NA,"",121,57.475,"",20,226.65,211.07
"7647",122,"LDIR",3,5,24,"Manual Labor","Hubert Ho","",NA,1956,1,NA,"",121,57.475,"",21,218.09,177.51
"7648",122,"LGEN",3,3,2,"Gnossienne","Erik Satie","",NA,1955,4,NA,"adulthood",121,57.475,"",22,215.59,147.59
"7649",122,"LJAC",3,17,1,"Since You've Been Gone","Aretha Franklin","1968",NA,1952,4,16,"adolescence",121,57.475,"",23,245.07,193.11
"7650",122,"LOLE",3,14,13,"Reckoner","Radiohead","",NA,1946,1,NA,"",121,57.475,"",24,234.19,195.03
"7651",122,"MBLO",3,8,9,"Cavatina Op. 130","Beethoven","",NA,1953,2,NA,"",121,57.475,"",25,231.84,206.98
"7652",122,"MCOR",3,31,4,"Beacuse","Beatles","1969",3,1964,4,5,"childhood",121,57.475,"",35,226.82,205.29
"7653",122,"NLEN",3,24,2,"La Rondine-Chi Il Bel Sogna Di Doreta","Puccini","",4,1942,4,NA,"",121,57.475,"",26,196.36,161.45
"7654",122,"OADE",3,29,24,"Since I Don't Have You","Art Garfunkel","1979",3,1970,4,9,"childhood",121,57.475,"y",27,227.7,214.85
"7655",122,"SCAE",3,15,3,"Fight the Good Fight","Allied Forces","1981",NA,1965,4,16,"adolescence",121,57.475,"",28,240.27,181.79
"7656",122,"TCIE",3,10,10,"John Wayne Gacy Jr.","Sufjan Stevens","2005",NA,1960,3,45,"adulthood",121,57.475,"",29,213.05,165.65
"7657",122,"TSTA",3,23,6,"Stay with Me","Sam Smith ft. Mary J Blige","2019",NA,1959,4,60,"",121,57.475,"",30,237.07,190.58
"7658",1220,"190904GHER1",21,4,11,"Hurt","Johnny Cash","",NA,1953,1,NA,"",1201,570.475,"",1,204.27,187.3
"7659",1220,"220914GHER1",21,26,11,"Hurt","Johnny Cash","",1,1952,1,NA,"",1201,570.475,"",2,247.47,194.76
"7660",1220,"AEHR",21,20,21,"When the Moon Casts Shadows","Hubert Ho","",NA,1960,3,NA,"",1201,570.475,"",3,230.14,217.4
"7661",1220,"ASHA",21,18,20,"Beyond the Horizon","Georg Hajdu","",NA,1951,1,NA,"",1201,570.475,"",4,212.11,163.64
"7662",1220,"BFOR",21,22,22,"Simmer","Hubert Ho","",NA,1944,1,NA,"",1201,570.475,"",5,212.08,165.53
"7663",1220,"CWEI",21,7,14,"Nocturne in C Sharp minor","Chopin","",NA,1941,3,NA,"",1201,570.475,"",6,208.6,162.38
"7664",1220,"DFAI",21,12,18,"Hoquetus II","Johannes Kretz","",NA,1953,1,NA,"",1201,570.475,"",7,248.89,206.96
"7665",1220,"DMET",21,30,7,"I Want to Hold Your Hand","The Beatles","1964",3,1951,4,13,"adolescence",1201,570.475,"y",8,211.09,189.04
"7666",1220,"DMUN",21,25,8,"Symphony No. 2 Finale","Mahler","",2,1968,3,NA,"",1201,570.475,"",9,212.3,178.62
"7667",1220,"EHER",21,16,21,"When the Moon Casts Shadows","Hubert Ho","",NA,1958,1,NA,"",1201,570.475,"",10,241.54,243.04
"7668",1220,"EKAS",21,28,5,"Golden Lady","Louis Cato and The Late Show Band","2022",4,1957,4,65,"",1201,570.475,"",11,211.8,196.31
"7669",1220,"ELAR",21,21,8,"Symphony No. 2 Finale","Mahler","",NA,1959,3,NA,"",1201,570.475,"",12,242.88,179.44
"7670",1220,"EROS",21,9,4,"Stairway to Heaven","Aerosmith","1971",NA,1961,4,10,"childhood",1201,570.475,"",13,214.31,187.21
"7671",1220,"FKEE",21,1,20,"Beyond the Horizon","Georg Hajdu","",NA,1963,1,NA,"",1201,570.475,"",14,227.31,192.79
"7672",1220,"GCAS",21,11,11,"Hurt","Johnny Cash","",NA,1947,2,NA,"",1201,570.475,"",15,239.29,219.55
"7673",1220,"GSHA",21,19,3,"Celebration","Kool & The Gang","1980",NA,1955,4,25,"adulthood",1201,570.475,"",16,222.94,175.07
"7674",1220,"JDEN",21,27,6,"Rocket Man","Elton John","1972",4,1968,4,4,"childhood",1201,570.475,"",17,216.68,201.39
"7675",1220,"JKAY",21,13,10,"John Wayne Gacy Jr.","Sufjan Stevens","",NA,1950,3,NA,"",1201,570.475,"",18,231.74,196.79
"7676",1220,"JPRE",21,6,1,"","","Concerto in D Minor for 2 Violins",4,1944,3,NA,"",1201,570.475,"",19,208.5,168.43
"7677",1220,"JSCH",21,2,17,"Bohlen-Pierce Pan Flute Folk Tune","Arturo Grolimund","",NA,1951,1,NA,"",1201,570.475,"",20,226.99,212.52
"7678",1220,"LDIR",21,5,8,"Symphony No. 2 Finale","Mahler","",NA,1956,1,NA,"",1201,570.475,"",21,218.41,178.7
"7679",1220,"LGEN",21,3,20,"Beyond the Horizon","Georg Hajdu","",NA,1955,2,NA,"",1201,570.475,"",22,212.54,147.32
"7680",1220,"LJAC",21,17,5,"You Send Me","Sam Cooke","1957",NA,1952,4,5,"childhood",1201,570.475,"",23,246.91,193.54
"7681",1220,"LOLE",21,14,2,"Somewhere Over the Rainbow","Israel Kamakawiwoʻole","1990",NA,1946,4,44,"adulthood",1201,570.475,"",24,229.23,196.06
"7682",1220,"MBLO",21,8,24,"Manual Labor","Hubert Ho","",NA,1953,2,NA,"",1201,570.475,"",25,231.53,208.14
"7683",1220,"MCOR",21,31,20,"Vibracoes","Jacob do Bandolim","1967",4,1964,4,3,"childhood",1201,570.475,"",35,225.95,205.57
"7684",1220,"NLEN",21,24,13,"Reckoner","Radiohead","2007",3,1942,2,65,"",1201,570.475,"",26,196.52,172.99
"7685",1220,"OADE",21,29,14,"Another One Bites the Dust","Queen","1980",4,1970,4,10,"childhood",1201,570.475,"y",27,226.04,211.97
"7686",1220,"SCAE",21,15,2,"Doo Doo Doo Doo Doo (Heartbreaker)","The Rolling Stones","1973",NA,1965,4,8,"childhood",1201,570.475,"",28,238.27,177.93
"7687",1220,"TCIE",21,10,8,"Symphony No. 2 Finale","Mahler","",NA,1960,3,NA,"",1201,570.475,"",29,214.73,167.79
"7688",1220,"TSTA",21,23,23,"Vertigo Temporum","Hubert Ho","",NA,1959,1,NA,"",1201,570.475,"",30,237.17,193.06
"7689",1221,"190904GHER1",21,4,11,"Hurt","Johnny Cash","",NA,1953,1,NA,"",1201,570.475,"",1,203.72,184.32
"7690",1221,"220914GHER1",21,26,11,"Hurt","Johnny Cash","",1,1952,1,NA,"",1201,570.475,"",2,247.91,192.64
"7691",1221,"AEHR",21,20,21,"When the Moon Casts Shadows","Hubert Ho","",NA,1960,3,NA,"",1201,570.475,"",3,230.48,212.81
"7692",1221,"ASHA",21,18,20,"Beyond the Horizon","Georg Hajdu","",NA,1951,1,NA,"",1201,570.475,"",4,211.47,165.18
"7693",1221,"BFOR",21,22,22,"Simmer","Hubert Ho","",NA,1944,1,NA,"",1201,570.475,"",5,213.74,166.11
"7694",1221,"CWEI",21,7,14,"Nocturne in C Sharp minor","Chopin","",NA,1941,3,NA,"",1201,570.475,"",6,208.13,162.89
"7695",1221,"DFAI",21,12,18,"Hoquetus II","Johannes Kretz","",NA,1953,1,NA,"",1201,570.475,"",7,249.23,207.4
"7696",1221,"DMET",21,30,7,"I Want to Hold Your Hand","The Beatles","1964",3,1951,4,13,"adolescence",1201,570.475,"y",8,210.56,188.23
"7697",1221,"DMUN",21,25,8,"Symphony No. 2 Finale","Mahler","",2,1968,3,NA,"",1201,570.475,"",9,212.11,180.07
"7698",1221,"EHER",21,16,21,"When the Moon Casts Shadows","Hubert Ho","",NA,1958,1,NA,"",1201,570.475,"",10,240.86,237.79
"7699",1221,"EKAS",21,28,5,"Golden Lady","Louis Cato and The Late Show Band","2022",4,1957,4,65,"",1201,570.475,"",11,211.2,194.56
"7700",1221,"ELAR",21,21,8,"Symphony No. 2 Finale","Mahler","",NA,1959,3,NA,"",1201,570.475,"",12,242.87,182.6
"7701",1221,"EROS",21,9,4,"Stairway to Heaven","Aerosmith","1971",NA,1961,4,10,"childhood",1201,570.475,"",13,214.7,187.78
"7702",1221,"FKEE",21,1,20,"Beyond the Horizon","Georg Hajdu","",NA,1963,1,NA,"",1201,570.475,"",14,227.35,188.67
"7703",1221,"GCAS",21,11,11,"Hurt","Johnny Cash","",NA,1947,2,NA,"",1201,570.475,"",15,239.08,224.36
"7704",1221,"GSHA",21,19,3,"Celebration","Kool & The Gang","1980",NA,1955,4,25,"adulthood",1201,570.475,"",16,223.16,176.13
"7705",1221,"JDEN",21,27,6,"Rocket Man","Elton John","1972",4,1968,4,4,"childhood",1201,570.475,"",17,217.77,199.23
"7706",1221,"JKAY",21,13,10,"John Wayne Gacy Jr.","Sufjan Stevens","",NA,1950,3,NA,"",1201,570.475,"",18,232.9,197.85
"7707",1221,"JPRE",21,6,1,"","","Concerto in D Minor for 2 Violins",4,1944,3,NA,"",1201,570.475,"",19,207.84,168.25
"7708",1221,"JSCH",21,2,17,"Bohlen-Pierce Pan Flute Folk Tune","Arturo Grolimund","",NA,1951,1,NA,"",1201,570.475,"",20,226.78,211.26
"7709",1221,"LDIR",21,5,8,"Symphony No. 2 Finale","Mahler","",NA,1956,1,NA,"",1201,570.475,"",21,218.58,181.23
"7710",1221,"LGEN",21,3,20,"Beyond the Horizon","Georg Hajdu","",NA,1955,2,NA,"",1201,570.475,"",22,213.06,148.9
"7711",1221,"LJAC",21,17,5,"You Send Me","Sam Cooke","1957",NA,1952,4,5,"childhood",1201,570.475,"",23,247.6,192.52
"7712",1221,"LOLE",21,14,2,"Somewhere Over the Rainbow","Israel Kamakawiwoʻole","1990",NA,1946,4,44,"adulthood",1201,570.475,"",24,230.32,189.57
"7713",1221,"MBLO",21,8,24,"Manual Labor","Hubert Ho","",NA,1953,2,NA,"",1201,570.475,"",25,232.22,208.04
"7714",1221,"MCOR",21,31,20,"Vibracoes","Jacob do Bandolim","1967",4,1964,4,3,"childhood",1201,570.475,"",35,225.79,205.84
"7715",1221,"NLEN",21,24,13,"Reckoner","Radiohead","2007",3,1942,2,65,"",1201,570.475,"",26,197.87,173.64
"7716",1221,"OADE",21,29,14,"Another One Bites the Dust","Queen","1980",4,1970,4,10,"childhood",1201,570.475,"y",27,225.84,212.18
"7717",1221,"SCAE",21,15,2,"Doo Doo Doo Doo Doo (Heartbreaker)","The Rolling Stones","1973",NA,1965,4,8,"childhood",1201,570.475,"",28,236.75,175.15
"7718",1221,"TCIE",21,10,8,"Symphony No. 2 Finale","Mahler","",NA,1960,3,NA,"",1201,570.475,"",29,214.08,166.52
"7719",1221,"TSTA",21,23,23,"Vertigo Temporum","Hubert Ho","",NA,1959,1,NA,"",1201,570.475,"",30,237.01,192.99
"7720",1222,"190904GHER1",21,4,11,"Hurt","Johnny Cash","",NA,1953,1,NA,"",1201,570.475,"",1,203.53,186.44
"7721",1222,"220914GHER1",21,26,11,"Hurt","Johnny Cash","",1,1952,1,NA,"",1201,570.475,"",2,246.76,193.87
"7722",1222,"AEHR",21,20,21,"When the Moon Casts Shadows","Hubert Ho","",NA,1960,3,NA,"",1201,570.475,"",3,230.46,217.24
"7723",1222,"ASHA",21,18,20,"Beyond the Horizon","Georg Hajdu","",NA,1951,1,NA,"",1201,570.475,"",4,211.1,163.96
"7724",1222,"BFOR",21,22,22,"Simmer","Hubert Ho","",NA,1944,1,NA,"",1201,570.475,"",5,213.24,165.1
"7725",1222,"CWEI",21,7,14,"Nocturne in C Sharp minor","Chopin","",NA,1941,3,NA,"",1201,570.475,"",6,208.4,162.27
"7726",1222,"DFAI",21,12,18,"Hoquetus II","Johannes Kretz","",NA,1953,1,NA,"",1201,570.475,"",7,247.88,207.04
"7727",1222,"DMET",21,30,7,"I Want to Hold Your Hand","The Beatles","1964",3,1951,4,13,"adolescence",1201,570.475,"y",8,210.19,186.33
"7728",1222,"DMUN",21,25,8,"Symphony No. 2 Finale","Mahler","",2,1968,3,NA,"",1201,570.475,"",9,212.06,176.88
"7729",1222,"EHER",21,16,21,"When the Moon Casts Shadows","Hubert Ho","",NA,1958,1,NA,"",1201,570.475,"",10,242.38,242.69
"7730",1222,"EKAS",21,28,5,"Golden Lady","Louis Cato and The Late Show Band","2022",4,1957,4,65,"",1201,570.475,"",11,211.94,195.09
"7731",1222,"ELAR",21,21,8,"Symphony No. 2 Finale","Mahler","",NA,1959,3,NA,"",1201,570.475,"",12,242.26,178.65
"7732",1222,"EROS",21,9,4,"Stairway to Heaven","Aerosmith","1971",NA,1961,4,10,"childhood",1201,570.475,"",13,214.57,187.99
"7733",1222,"FKEE",21,1,20,"Beyond the Horizon","Georg Hajdu","",NA,1963,1,NA,"",1201,570.475,"",14,226.95,191.5
"7734",1222,"GCAS",21,11,11,"Hurt","Johnny Cash","",NA,1947,2,NA,"",1201,570.475,"",15,238.54,222.1
"7735",1222,"GSHA",21,19,3,"Celebration","Kool & The Gang","1980",NA,1955,4,25,"adulthood",1201,570.475,"",16,223.7,173.22
"7736",1222,"JDEN",21,27,6,"Rocket Man","Elton John","1972",4,1968,4,4,"childhood",1201,570.475,"",17,215.84,200.03
"7737",1222,"JKAY",21,13,10,"John Wayne Gacy Jr.","Sufjan Stevens","",NA,1950,3,NA,"",1201,570.475,"",18,232.23,197.31
"7738",1222,"JPRE",21,6,1,"","","Concerto in D Minor for 2 Violins",4,1944,3,NA,"",1201,570.475,"",19,207.85,167.15
"7739",1222,"JSCH",21,2,17,"Bohlen-Pierce Pan Flute Folk Tune","Arturo Grolimund","",NA,1951,1,NA,"",1201,570.475,"",20,227.08,210.34
"7740",1222,"LDIR",21,5,8,"Symphony No. 2 Finale","Mahler","",NA,1956,1,NA,"",1201,570.475,"",21,218.75,177.71
"7741",1222,"LGEN",21,3,20,"Beyond the Horizon","Georg Hajdu","",NA,1955,2,NA,"",1201,570.475,"",22,212.89,145.15
"7742",1222,"LJAC",21,17,5,"You Send Me","Sam Cooke","1957",NA,1952,4,5,"childhood",1201,570.475,"",23,249.44,193.64
"7743",1222,"LOLE",21,14,2,"Somewhere Over the Rainbow","Israel Kamakawiwoʻole","1990",NA,1946,4,44,"adulthood",1201,570.475,"",24,232.18,194.44
"7744",1222,"MBLO",21,8,24,"Manual Labor","Hubert Ho","",NA,1953,2,NA,"",1201,570.475,"",25,232.35,210
"7745",1222,"MCOR",21,31,20,"Vibracoes","Jacob do Bandolim","1967",4,1964,4,3,"childhood",1201,570.475,"",35,226.26,205.5
"7746",1222,"NLEN",21,24,13,"Reckoner","Radiohead","2007",3,1942,2,65,"",1201,570.475,"",26,198.29,171.16
"7747",1222,"OADE",21,29,14,"Another One Bites the Dust","Queen","1980",4,1970,4,10,"childhood",1201,570.475,"y",27,225.72,212.88
"7748",1222,"SCAE",21,15,2,"Doo Doo Doo Doo Doo (Heartbreaker)","The Rolling Stones","1973",NA,1965,4,8,"childhood",1201,570.475,"",28,236.96,178.06
"7749",1222,"TCIE",21,10,8,"Symphony No. 2 Finale","Mahler","",NA,1960,3,NA,"",1201,570.475,"",29,214.48,166.76
"7750",1222,"TSTA",21,23,23,"Vertigo Temporum","Hubert Ho","",NA,1959,1,NA,"",1201,570.475,"",30,237.66,192.2
"7751",1223,"190904GHER1",21,4,11,"Hurt","Johnny Cash","",NA,1953,1,NA,"",1201,570.475,"",1,203.77,184.36
"7752",1223,"220914GHER1",21,26,11,"Hurt","Johnny Cash","",1,1952,1,NA,"",1201,570.475,"",2,246.55,195.38
"7753",1223,"AEHR",21,20,21,"When the Moon Casts Shadows","Hubert Ho","",NA,1960,3,NA,"",1201,570.475,"",3,230.44,213.04
"7754",1223,"ASHA",21,18,20,"Beyond the Horizon","Georg Hajdu","",NA,1951,1,NA,"",1201,570.475,"",4,209.56,166.02
"7755",1223,"BFOR",21,22,22,"Simmer","Hubert Ho","",NA,1944,1,NA,"",1201,570.475,"",5,213.15,167.81
"7756",1223,"CWEI",21,7,14,"Nocturne in C Sharp minor","Chopin","",NA,1941,3,NA,"",1201,570.475,"",6,207.77,162.2
"7757",1223,"DFAI",21,12,18,"Hoquetus II","Johannes Kretz","",NA,1953,1,NA,"",1201,570.475,"",7,249.32,206.77
"7758",1223,"DMET",21,30,7,"I Want to Hold Your Hand","The Beatles","1964",3,1951,4,13,"adolescence",1201,570.475,"y",8,209.35,187.88
"7759",1223,"DMUN",21,25,8,"Symphony No. 2 Finale","Mahler","",2,1968,3,NA,"",1201,570.475,"",9,212.06,180
"7760",1223,"EHER",21,16,21,"When the Moon Casts Shadows","Hubert Ho","",NA,1958,1,NA,"",1201,570.475,"",10,242.15,236.96
"7761",1223,"EKAS",21,28,5,"Golden Lady","Louis Cato and The Late Show Band","2022",4,1957,4,65,"",1201,570.475,"",11,211.25,194.16
"7762",1223,"ELAR",21,21,8,"Symphony No. 2 Finale","Mahler","",NA,1959,3,NA,"",1201,570.475,"",12,242.53,180.11
"7763",1223,"EROS",21,9,4,"Stairway to Heaven","Aerosmith","1971",NA,1961,4,10,"childhood",1201,570.475,"",13,214.03,187.59
"7764",1223,"FKEE",21,1,20,"Beyond the Horizon","Georg Hajdu","",NA,1963,1,NA,"",1201,570.475,"",14,226.96,189.19
"7765",1223,"GCAS",21,11,11,"Hurt","Johnny Cash","",NA,1947,2,NA,"",1201,570.475,"",15,238.68,220.62
"7766",1223,"GSHA",21,19,3,"Celebration","Kool & The Gang","1980",NA,1955,4,25,"adulthood",1201,570.475,"",16,222.77,176.99
"7767",1223,"JDEN",21,27,6,"Rocket Man","Elton John","1972",4,1968,4,4,"childhood",1201,570.475,"",17,216.83,199.9
"7768",1223,"JKAY",21,13,10,"John Wayne Gacy Jr.","Sufjan Stevens","",NA,1950,3,NA,"",1201,570.475,"",18,232.02,197.27
"7769",1223,"JPRE",21,6,1,"","","Concerto in D Minor for 2 Violins",4,1944,3,NA,"",1201,570.475,"",19,208.55,165.62
"7770",1223,"JSCH",21,2,17,"Bohlen-Pierce Pan Flute Folk Tune","Arturo Grolimund","",NA,1951,1,NA,"",1201,570.475,"",20,227.38,212.82
"7771",1223,"LDIR",21,5,8,"Symphony No. 2 Finale","Mahler","",NA,1956,1,NA,"",1201,570.475,"",21,218.3,179.68
"7772",1223,"LGEN",21,3,20,"Beyond the Horizon","Georg Hajdu","",NA,1955,2,NA,"",1201,570.475,"",22,214.06,146.07
"7773",1223,"LJAC",21,17,5,"You Send Me","Sam Cooke","1957",NA,1952,4,5,"childhood",1201,570.475,"",23,248.46,192.54
"7774",1223,"LOLE",21,14,2,"Somewhere Over the Rainbow","Israel Kamakawiwoʻole","1990",NA,1946,4,44,"adulthood",1201,570.475,"",24,233.08,192.36
"7775",1223,"MBLO",21,8,24,"Manual Labor","Hubert Ho","",NA,1953,2,NA,"",1201,570.475,"",25,231.05,207.99
