SUBID,CONN_ID,stim_number,stim_name,artist,yearofrelease,liking,yearofbirth,familiarity,SSA,age_report,age_bin,TR_onset,second_onset,memory-evoking?,stim_order
OADE,29,5,Summer of '69,Bryan Adams,,4,,4,,14,adolescence,1321,627.475,y,23
OADE,29,6,Love Will Keep Us Together,Captain & Tennille,,4,,4,,13,adolescence,1021,484.975,y,18
OADE,29,7,That's What Friends Are FOr,"Dionne Warwick, Elton John, Gladys Knight, Stevie Wonder",,4,,4,,14,adolescence,901,427.975,y,16
OADE,29,8,Careless Whisper,George Michael,,4,,4,,14,adolescence,721,342.475,y,13
OADE,29,9,I Will Survive,Gloria Gaynor,,4,,0,,14,adolescence,1381,655.975,y,24
OADE,29,10,I Love Rock 'N Roll,Joan Jett & the Blackhearts,,4,,4,,15,adolescence,241,114.475,y,5
OADE,29,11,Joy to the World,Three Dog Night,,3,,3,,14,adolescence,1081,513.475,n,19
OADE,29,12,Beds Are Burning,Midnight Oil,,4,,4,,14,adolescence,1141,541.975,y,20
OADE,29,13,When Doves Cry,Prince,,4,,4,,15,adolescence,301,142.975,y,6
OADE,29,14,Another One Bites the Dust,Queen,,4,,4,,15,adolescence,1201,570.475,y,21
OADE,29,15,Bohemian Rhapsody,Queen,,4,,4,,16,adolescence,421,199.975,y,8
OADE,29,16,Superstition,Stevie Wonder,,4,,4,,16,adolescence,481,228.475,y,9
OADE,29,17,Everybody Wants To Rule the World,Tears for Fears,,4,,4,,17,adolescence,601,285.475,y,11
OADE,29,18,Should I Stay or Should I Go,The Clash,,4,,4,,17,adolescence,1,0.475,y,1
OADE,29,19,The First Time Ever I Saw Your Face,Roberta Flack,,4,,4,,17,adolescence,781,370.975,y,14
OADE,29,20,Every Little Thing She Does Is Magic,The Police,,4,,4,,17,adolescence,661,313.975,y,12
OADE,29,21,Tie A Yellow Ribbon Round the Ole Oak Tree,Dawn,,2,,2,,17,adolescence,1261,598.975,n,22
OADE,29,22,Africa,Toto,,4,,4,,17,adolescence,841,399.475,y,15
OADE,29,23,Every Breath You Take,The Police,,4,,4,,17,adolescence,541,256.975,y,10
OADE,29,24,Since I Don't Have You,Art Garfunkel,,3,,4,,17,adolescence,121,57.475,y,3
DMET,30,1,Waltzing Matilda,Slim Dusty,,3,,4,,10,childhood,421,199.975,y,8
DMET,30,2,The Muffin Man,Super Simple Songs,,2,,4,,5,childhood,481,228.475,y,9
DMET,30,3,Like a Rolling Stone,Bob Dylan,,4,,4,,20,,841,399.475,y (?),15
DMET,30,4,Mr. Tambourine Man,Bob Dylan,,4,,4,,20,,781,370.975,y (?),14
DMET,30,5,Subterranean Homesick Blues,Bob Dylan,,4,,4,,20,,661,313.975,y (?),12
DMET,30,6,Happy Birthday,,,3,,4,,5,childhood,181,85.975,y,4
DMET,30,7,I Want to Hold Your Hand,The Beatles,,3,,4,,13,adolescence,1201,570.475,y,21
DMET,30,8,Mickey Mouse March,Mickey Mouse Club,,3,,3,,7,childhood,1381,655.975,y,24
DMET,30,9,Heartbreak Hotel,Elvis Presley,,2,,4,,7,childhood,1021,484.975,n,18
DMET,30,10,Ferry Cross the Mersey,Gerry & The Pacemakers,,3,,4,,14,adolescence,361,171.475,y,7
DMET,30,11,Hair,Broadway Session Singers,,4,,4,,20,,241,114.475,y,5
DMET,30,12,Cherry Pink And Apple Blossom White,Perez Prado,,2,,1,,,,121,57.475,n,3
DMET,30,13,Killer Queen,Queen,,4,,4,,24,adulthood,61,28.975,y,2
DMET,30,14,Ahad the Arab,Ray Stevens,,3,,4,,55,,721,342.475,y,13
DMET,30,15,She Loves You,The Beatles,,3,,4,,13,adolescence,1141,541.975,y,20
DMET,30,16,Yesterday,The Beatles,,3,,4,,20,,301,142.975,y,6
DMET,30,17,Light My Fire,The Doors,,4,,4,,19,,1,0.475,y,1
DMET,30,18,Bohemian Rhapsody,Queen,,4,,4,,24,adulthood,601,285.475,y,11
DMET,30,19,Pinball Wizard,The Who,,3,,4,,19,,1081,513.475,y,19
DMET,30,20,Im Gonna Be (500 Miles),The Proclaimers,,3,,1,,,,1321,627.475,n,23
DMET,30,21,Last Train to Clarksville,The Monkees,,3,,4,,20,,541,256.975,y,10
DMET,30,22,Eight Miles High,The Byrds,,4,,4,,20,,961,456.475,y,17
DMET,30,23,Little Things Mean A Lot,Kitty Kallen,,1,,1,,,,1261,598.975,n,22
DMET,30,24,In-A-Gadda-Da-Vida,Iron Butterfly,,4,,4,,19,,901,427.975,y,16
MCOR,31,1,Doze Anos,Moreira da Silva & Choco Buarque,,,,,,,,,,,0.9833333333
MCOR,31,2,,,,,,,,,,,,,0.9833333333
MCOR,31,3,,,,,,,,,,,,,0.9833333333
MCOR,31,4,,,,,,,,,,,,,0.9833333333
MCOR,31,5,,,,,,,,,,,,,0.9833333333
MCOR,31,6,,,,,,,,,,,,,0.9833333333
MCOR,31,7,,,,,,,,,,,,,0.9833333333
MCOR,31,8,,,,,,,,,,,,,0.9833333333
MCOR,31,9,,,,,,,,,,,,,0.9833333333
MCOR,31,10,,,,,,,,,,,,,0.9833333333
MCOR,31,11,,,,,,,,,,,,,0.9833333333
MCOR,31,12,,,,,,,,,,,,,0.9833333333
MCOR,31,13,,,,,,,,,,,,,0.9833333333
MCOR,31,14,,,,,,,,,,,,,0.9833333333
MCOR,31,15,,,,,,,,,,,,,0.9833333333
MCOR,31,16,,,,,,,,,,,,,0.9833333333
MCOR,31,17,,,,,,,,,,,,,0.9833333333
MCOR,31,18,,,,,,,,,,,,,0.9833333333
MCOR,31,19,,,,,,,,,,,,,0.9833333333
MCOR,31,20,,,,,,,,,,,,,0.9833333333
MCOR,31,21,,,,,,,,,,,,,0.9833333333
MCOR,31,22,,,,,,,,,,,,,0.9833333333
MCOR,31,23,,,,,,,,,,,,,0.9833333333
MCOR,31,24,,,,,,,,,,,,,0.9833333333
