SUBID,CONN_ID,stim_number,stim_name,artist,yearofrelease,liking,yearofbirth,familiarity,SSA,age_report,age_bin,TR_onset,second_onset,memory-evoking?,stim_order
FKEE,1,1,He Called Me Baby,Candi Staton,1971,,1963,4,8,,childhood,601,285.475,,11
FKEE,1,2,Moon River,Frank Ocean,2018,,1963,4,55,,,181,85.975,,4
FKEE,1,3,Unchained Melody,Gheorghe Zamfir,1991,,1963,4,28,,adulthood,721,342.475,,13
FKEE,1,4,Immigrant Song,Led Zeppelin,1970,,1963,4,7,,childhood,661,313.975,,12
FKEE,1,5,Hey Jude,The Beatles,1970,,1963,4,7,,childhood,841,399.475,,15
FKEE,1,6,That's How I Got to Memphis,Tom T. Hall,1968,,1963,4,5,,childhood,961,456.475,,17
FKEE,1,7,Adagio for Strings,Barber,,,1963,1,,,,1321,627.475,,23
FKEE,1,8,Symphony No. 2 Finale,Mahler,,,1963,3,,,,361,171.475,,7
FKEE,1,9,Cavatina Op. 130,Beethoven,,,1963,2,,,,1261,598.975,,22
FKEE,1,10,John Wayne Gacy Jr.,Sufjan Stevens,,,1963,2,,,,1021,484.975,,18
FKEE,1,11,Hurt,Johnny Cash,2003,,1963,4,40,,adulthood,781,370.975,,14
FKEE,1,12,The Sound of Silence,Simon & Garfunkel,1964,,1963,4,1,,childhood,481,228.475,,9
FKEE,1,13,Reckoner,Radiohead,,,1963,2,,,,241,114.475,,5
FKEE,1,14,Nocturne in C Sharp minor,Chopin,,,1963,1,,,,901,427.975,,16
FKEE,1,15,Nessun Dorma,Bocelli,,,1963,2,,,,121,57.475,,3
FKEE,1,16,Symphony No. 6 mvmt 1,Tchaikovsky,,,1963,2,,,,301,142.975,,6
FKEE,1,17,Bohlen-Pierce Pan Flute Folk Tune,Arturo Grolimund,,,1963,1,,,,1141,541.975,,20
FKEE,1,18,Hoquetus II,Johannes Kretz,,,1963,1,,,,1081,513.475,,19
FKEE,1,19,Reminiscences,Steven Yi,,,1963,1,,,,61,28.975,,2
FKEE,1,20,Beyond the Horizon,Georg Hajdu,,,1963,1,,,,1201,570.475,,21
FKEE,1,21,When the Moon Casts Shadows,Hubert Ho,,,1963,2,,,,1381,655.975,,24
FKEE,1,22,Simmer,Hubert Ho,,,1963,2,,,,1,0.475,,1
FKEE,1,23,Vertigo Temporum,Hubert Ho,,,1963,1,,,,421,199.975,,8
FKEE,1,24,Manual Labor,Hubert Ho,,,1963,2,,,,541,256.975,,10
JSCH,2,1,Sultans of Swing,Dire Straight,1978,,1951,1,,,,1321,627.475,,23
JSCH,2,2,My Old School,Steely Dan,1973,,1951,4,22,,adulthood,841,399.475,,15
JSCH,2,3,Comfortably Numb,Pink Floyd,1979,,1951,1,,,,61,28.975,,2
JSCH,2,4,Black Magic Woman,Santana,1970,,1951,4,19,,,181,85.975,,4
JSCH,2,5,Jessica,The Allman Brothers Band,1973,,1951,4,22,,adulthood,1381,655.975,,24
JSCH,2,6,Hotel California,The Eagles,1976,,1951,1,,,,481,228.475,,9
JSCH,2,7,Adagio for Strings,Barber,,,1951,2,,,,901,427.975,,16
JSCH,2,8,Symphony No. 2 Finale,Mahler,,,1951,1,,,,301,142.975,,6
JSCH,2,9,Cavatina Op. 130,Beethoven,,,1951,1,,,,421,199.975,,8
JSCH,2,10,John Wayne Gacy Jr.,Sufjan Stevens,,,1951,1,,,,601,285.475,,11
JSCH,2,11,Hurt,Johnny Cash,,,1951,1,,,,361,171.475,,7
JSCH,2,12,The Sound of Silence,Simon & Garfunkel,1964,,1951,4,13,,adolescence,1081,513.475,,19
JSCH,2,13,Reckoner,Radiohead,,,1951,1,,,,1021,484.975,,18
JSCH,2,14,Nocturne in C Sharp minor,Chopin,,,1951,1,,,,241,114.475,,5
JSCH,2,15,Nessun Dorma,Bocelli,,,1951,1,,,,661,313.975,,12
JSCH,2,16,Symphony No. 6 mvmt 1,Tchaikovsky,,,1951,2,,,,1261,598.975,,22
JSCH,2,17,Bohlen-Pierce Pan Flute Folk Tune,Arturo Grolimund,,,1951,1,,,,1201,570.475,,21
JSCH,2,18,Hoquetus II,Johannes Kretz,,,1951,1,,,,961,456.475,,17
JSCH,2,19,Reminiscences,Steven Yi,,,1951,1,,,,1,0.475,,1
JSCH,2,20,Beyond the Horizon,Georg Hajdu,,,1951,1,,,,121,57.475,,3
JSCH,2,21,When the Moon Casts Shadows,Hubert Ho,,,1951,1,,,,1141,541.975,,20
JSCH,2,22,Simmer,Hubert Ho,,,1951,1,,,,781,370.975,,14
JSCH,2,23,Vertigo Temporum,Hubert Ho,,,1951,1,,,,721,342.475,,13
JSCH,2,24,Manual Labor,Hubert Ho,,,1951,1,,,,541,256.975,,10
LGEN,3,1,Young at Heart,Frank Sinatra,,,1955,4,,18,adolescence,601,285.475,,11
LGEN,3,2,Gnossienne,Erik Satie,,,1955,4,,40,adulthood,121,57.475,,3
LGEN,3,3,Clare de Lune,Debussy,,,1955,4,,45,adulthood,1081,513.475,,19
LGEN,3,4,Fur Elise,Beethoven,,,1955,4,,45,adulthood,1261,598.975,,22
LGEN,3,5,The Highway Man,Loreena McKenna,,,1955,4,,25,adulthood,61,28.975,,2
LGEN,3,6,The Hours,Philip Glass,,,1955,4,,35,adulthood,901,427.975,,16
LGEN,3,7,Adagio for Strings,Barber,,,1955,3,,,,1141,541.975,,20
LGEN,3,8,Symphony No. 2 Finale,Mahler,,,1955,3,,,,841,399.475,,15
LGEN,3,9,Cavatina Op. 130,Beethoven,,,1955,3,,,,961,456.475,,17
LGEN,3,10,John Wayne Gacy Jr.,Sufjan Stevens,,,1955,2,,,,541,256.975,,10
LGEN,3,11,Hurt,Johnny Cash,,,1955,2,,30,adulthood,721,342.475,,13
LGEN,3,12,The Sound of Silence,Simon & Garfunkel,,,1955,4,,10,childhood,1381,655.975,,24
LGEN,3,13,Reckoner,Radiohead,,,1955,2,,,,781,370.975,,14
LGEN,3,14,Nocturne in C Sharp minor,Chopin,,,1955,4,,,,1021,484.975,,18
LGEN,3,15,Nessun Dorma,Bocelli,,,1955,2,,,,481,228.475,,9
LGEN,3,16,Symphony No. 6 mvmt 1,Tchaikovsky,,,1955,3,,,,421,199.975,,8
LGEN,3,17,Bohlen-Pierce Pan Flute Folk Tune,Arturo Grolimund,,,1955,1,,,,241,114.475,,5
LGEN,3,18,Hoquetus II,Johannes Kretz,,,1955,1,,,,361,171.475,,7
LGEN,3,19,Reminiscences,Steven Yi,,,1955,3,,,,1321,627.475,,23
LGEN,3,20,Beyond the Horizon,Georg Hajdu,,,1955,2,,,,1201,570.475,,21
LGEN,3,21,When the Moon Casts Shadows,Hubert Ho,,,1955,3,,,,661,313.975,,12
LGEN,3,22,Simmer,Hubert Ho,,,1955,2,,,,1,0.475,,1
LGEN,3,23,Vertigo Temporum,Hubert Ho,,,1955,2,,,,301,142.975,,6
LGEN,3,24,Manual Labor,Hubert Ho,,,1955,1,,,,181,85.975,,4
190904GHER1,4,1,Life on Mars,David Bowie,1971,,1953,3,18,,adolescence,1,0.475,,1
190904GHER1,4,2,Eleanor Rigby,Cody Fry,2021,,1953,3,68,,,1321,627.475,,23
190904GHER1,4,3,Panic in Detroit,David Bowie,1973,,1953,2,20,,,301,142.975,,6
190904GHER1,4,4,Stay  ,David Bowie,1976,,1953,1,23,,adulthood,1081,513.475,,19
190904GHER1,4,5,Long Distance Run Around,Yes,1971,,1953,3,18,,adolescence,721,342.475,,13
190904GHER1,4,6,Michelle,The Beatles,1965,,1953,2,12,,childhood,541,256.975,,10
190904GHER1,4,7,Adagio for Strings,Barber,,,1953,4,,,,421,199.975,,8
190904GHER1,4,8,Symphony No. 2 Finale,Mahler,,,1953,2,,,,601,285.475,,11
190904GHER1,4,9,Cavatina Op. 130,Beethoven,,,1953,2,,,,481,228.475,,9
190904GHER1,4,10,John Wayne Gacy Jr.,Sufjan Stevens,,,1953,2,,,,181,85.975,,4
190904GHER1,4,11,Hurt,Johnny Cash,,,1953,1,,,,1201,570.475,,21
190904GHER1,4,12,The Sound of Silence,Simon & Garfunkel,1964,,1953,3,11,,childhood,781,370.975,,14
190904GHER1,4,13,Reckoner,Radiohead,,,1953,1,,,,1021,484.975,,18
190904GHER1,4,14,Nocturne in C Sharp minor,Chopin,,,1953,3,,,,841,399.475,,15
190904GHER1,4,15,Nessun Dorma,Bocelli,,,1953,2,,,,241,114.475,,5
190904GHER1,4,16,Symphony No. 6 mvmt 1,Tchaikovsky,,,1953,1,,,,1261,598.975,,22
190904GHER1,4,17,Bohlen-Pierce Pan Flute Folk Tune,Arturo Grolimund,,,1953,2,,,,961,456.475,,17
190904GHER1,4,18,Hoquetus II,Johannes Kretz,,,1953,2,,,,901,427.975,,16
190904GHER1,4,19,Reminiscences,Steven Yi,,,1953,2,,,,1381,655.975,,24
190904GHER1,4,20,Beyond the Horizon,Georg Hajdu,,,1953,2,,,,661,313.975,,12
190904GHER1,4,21,When the Moon Casts Shadows,Hubert Ho,,,1953,2,,,,121,57.475,,3
190904GHER1,4,22,Simmer,Hubert Ho,,,1953,2,,,,1141,541.975,,20
190904GHER1,4,23,Vertigo Temporum,Hubert Ho,,,1953,2,,,,61,28.975,,2
190904GHER1,4,24,Manual Labor,Hubert Ho,,,1953,2,,,,361,171.475,,7
LDIR,5,1,Wait for It,Cast of Hamilton,,,,4,,62,,1261,598.975,,22
LDIR,5,2,Afterlife,Arcade Fire,,,,4,,58,,1381,655.975,,24
LDIR,5,3,This Tornado Loves You,Neko Case,,,,4,,55,,421,199.975,,8
LDIR,5,4,I Will Wait,Mumford and Sons,,,,4,,52,,661,313.975,,12
LDIR,5,5,Eet,Regina Spektor,,,,4,,51,,1,0.475,,1
LDIR,5,6,I'll Work for Your Love,Bruce Springsteen,,,,4,,50,,1021,484.975,,18
LDIR,5,7,Adagio for Strings,Barber,,,,1,,45,adulthood,781,370.975,,14
LDIR,5,8,Symphony No. 2 Finale,Mahler,,,,1,,,,1201,570.475,,21
LDIR,5,9,Cavatina Op. 130,Beethoven,,,,1,,,,841,399.475,,15
LDIR,5,10,John Wayne Gacy Jr.,Sufjan Stevens,,,,2,,,,181,85.975,,4
LDIR,5,11,Hurt,Johnny Cash,,,,1,,,,61,28.975,,2
LDIR,5,12,The Sound of Silence,Simon & Garfunkel,,,,4,,22,adulthood,1141,541.975,,20
LDIR,5,13,Reckoner,Radiohead,,,,1,,,,541,256.975,,10
LDIR,5,14,Nocturne in C Sharp minor,Chopin,,,,1,,,,1321,627.475,,23
LDIR,5,15,Nessun Dorma,Bocelli,,,,3,,65,,601,285.475,,11
LDIR,5,16,Symphony No. 6 mvmt 1,Tchaikovsky,,,,1,,,,901,427.975,,16
LDIR,5,17,Bohlen-Pierce Pan Flute Folk Tune,Arturo Grolimund,,,,1,,,,721,342.475,,13
LDIR,5,18,Hoquetus II,Johannes Kretz,,,,1,,,,1081,513.475,,19
LDIR,5,19,Reminiscences,Steven Yi,,,,1,,,,361,171.475,,7
LDIR,5,20,Beyond the Horizon,Georg Hajdu,,,,1,,,,481,228.475,,9
LDIR,5,21,When the Moon Casts Shadows,Hubert Ho,,,,1,,,,301,142.975,,6
LDIR,5,22,Simmer,Hubert Ho,,,,1,,,,961,456.475,,17
LDIR,5,23,Vertigo Temporum,Hubert Ho,,,,1,,,,241,114.475,,5
LDIR,5,24,Manual Labor,Hubert Ho,,,,1,,,,121,57.475,,3
JPRE,6,1,,,,4,1944,3,,,,1201,570.475,,21
JPRE,6,2,,,,4,1944,3,,,,541,256.975,,10
JPRE,6,3,,,,3,1944,4,,,,421,199.975,,8
JPRE,6,4,,,,3,1944,3,,,,481,228.475,,9
JPRE,6,5,,,,4,1944,4,,,,1321,627.475,,23
JPRE,6,6,Twilight Time,The Platters,1958,4,1944,4,14,,adolescence,781,370.975,,14
JPRE,6,7,Adagio for Strings,Barber,,3,1944,2,,,,1081,513.475,,19
JPRE,6,8,Symphony No. 2 Finale,Mahler,,3,1944,3,,,,721,342.475,,13
JPRE,6,9,Cavatina Op. 130,Beethoven,,4,1944,3,,,,901,427.975,,16
JPRE,6,10,John Wayne Gacy Jr.,Sufjan Stevens,2005,3,1944,3,61,,,601,285.475,,11
JPRE,6,11,Hurt,Johnny Cash,,1,1944,2,,,,1261,598.975,,22
JPRE,6,12,The Sound of Silence,Simon & Garfunkel,1964,4,1944,4,20,,,1141,541.975,,20
JPRE,6,13,Reckoner,Radiohead,,3,1944,2,,,,1381,655.975,,24
JPRE,6,14,Nocturne in C Sharp minor,Chopin,,3,1944,3,,,,1021,484.975,,18
JPRE,6,15,Nessun Dorma,Bocelli,,4,1944,4,,,,661,313.975,,12
JPRE,6,16,Symphony No. 6 mvmt 1,Tchaikovsky,,4,1944,4,,,,841,399.475,,15
JPRE,6,17,Bohlen-Pierce Pan Flute Folk Tune,Arturo Grolimund,,1,1944,1,,,,361,171.475,,7
JPRE,6,18,Hoquetus II,Johannes Kretz,,2,1944,1,,,,961,456.475,,17
JPRE,6,19,Reminiscences,Steven Yi,,2,1944,1,,,,121,57.475,,3
JPRE,6,20,Beyond the Horizon,Georg Hajdu,,1,1944,1,,,,1,0.475,,1
JPRE,6,21,When the Moon Casts Shadows,Hubert Ho,,2,1944,1,,,,301,142.975,,6
JPRE,6,22,Simmer,Hubert Ho,,2,1944,1,,,,181,85.975,,4
JPRE,6,23,Vertigo Temporum,Hubert Ho,,1,1944,1,,,,241,114.475,,5
JPRE,6,24,Manual Labor,Hubert Ho,,1,1944,1,,,,61,28.975,,2
CWEI,7,1,As Time Goes By,Dooley Wilson,1943,,1941,4,2,,childhood,1141,541.975,,20
CWEI,7,2,Evergreen,Barbra Streisand,1976,,1941,4,35,,adulthood,961,456.475,,17
CWEI,7,3,In the Ghetto,Elvis Presley,1969,,1941,4,28,,adulthood,241,114.475,,5
CWEI,7,4,Lonesome Tonight,Elvis Presley,1960,,1941,4,19,,,121,57.475,,3
CWEI,7,5,Loving You,Elvis Presley,1957,,1941,3,16,,adolescence,1261,598.975,,22
CWEI,7,6,Tomorrow,Chris Young,2011,,1941,4,70,,,901,427.975,,16
CWEI,7,7,Adagio for Strings,Barber,,,1941,1,,,,181,85.975,,4
CWEI,7,8,Symphony No. 2 Finale,Mahler,,,1941,3,,,,721,342.475,,13
CWEI,7,9,Cavatina Op. 130,Beethoven,,,1941,2,,,,541,256.975,,10
CWEI,7,10,John Wayne Gacy Jr.,Sufjan Stevens,,,1941,2,,,,361,171.475,,7
CWEI,7,11,Hurt,Johnny Cash,,,1941,2,,,,421,199.975,,8
CWEI,7,12,The Sound of Silence,Simon & Garfunkel,1964,,1941,4,23,,adulthood,841,399.475,,15
CWEI,7,13,Reckoner,Radiohead,2007,,1941,3,66,,,1081,513.475,,19
CWEI,7,14,Nocturne in C Sharp minor,Chopin,,,1941,3,,,,1201,570.475,,21
CWEI,7,15,Nessun Dorma,Bocelli,,,1941,3,,,,661,313.975,,12
CWEI,7,16,Symphony No. 6 mvmt 1,Tchaikovsky,,,1941,2,,,,61,28.975,,2
CWEI,7,17,Bohlen-Pierce Pan Flute Folk Tune,Arturo Grolimund,,,1941,1,,,,301,142.975,,6
CWEI,7,18,Hoquetus II,Johannes Kretz,,,1941,1,,,,1,0.475,,1
CWEI,7,19,Reminiscences,Steven Yi,,,1941,3,,,,1021,484.975,,18
CWEI,7,20,Beyond the Horizon,Georg Hajdu,,,1941,1,,,,1321,627.475,,23
CWEI,7,21,When the Moon Casts Shadows,Hubert Ho,,,1941,2,,,,781,370.975,,14
CWEI,7,22,Simmer,Hubert Ho,,,1941,1,,,,601,285.475,,11
CWEI,7,23,Vertigo Temporum,Hubert Ho,,,1941,1,,,,481,228.475,,9
CWEI,7,24,Manual Labor,Hubert Ho,,,1941,1,,,,1381,655.975,,24
MBLO,8,1,Enormous Tots,Carla Bley,1974,,1953,4,21,,adulthood,1021,484.975,,18
MBLO,8,2,Small Circle of Friends,Phil Ochs,1967,,1953,4,14,,adolescence,481,228.475,,9
MBLO,8,3,The Crucifixion,Phil Ochs,1967,,1953,4,14,,adolescence,1381,655.975,,24
MBLO,8,4,Rite of Spring,Stravinsky,,,1953,4,,,,781,370.975,,14
MBLO,8,5,Tomorrow Never Knows,Phil Collins,1981,,1953,4,28,,adulthood,181,85.975,,4
MBLO,8,6,WakaJawaka,Frank Zappa,1972,,1953,4,19,,,1,0.475,,1
MBLO,8,7,Adagio for Strings,Barber,,,1953,2,,,,301,142.975,,6
MBLO,8,8,Symphony No. 2 Finale,Mahler,,,1953,2,,,,1261,598.975,,22
MBLO,8,9,Cavatina Op. 130,Beethoven,,,1953,2,,,,121,57.475,,3
MBLO,8,10,John Wayne Gacy Jr.,Sufjan Stevens,,,1953,2,,,,961,456.475,,17
MBLO,8,11,Hurt,Johnny Cash,2002,,1953,4,49,,,1081,513.475,,19
MBLO,8,12,The Sound of Silence,Simon & Garfunkel,1964,,1953,4,11,,childhood,241,114.475,,5
MBLO,8,13,Reckoner,Radiohead,,,1953,2,,,,841,399.475,,15
MBLO,8,14,Nocturne in C Sharp minor,Chopin,,,1953,2,,,,421,199.975,,8
MBLO,8,15,Nessun Dorma,Bocelli,,,1953,2,,,,721,342.475,,13
MBLO,8,16,Symphony No. 6 mvmt 1,Tchaikovsky,,,1953,3,,,,601,285.475,,11
MBLO,8,17,Bohlen-Pierce Pan Flute Folk Tune,Arturo Grolimund,,,1953,1,,,,1141,541.975,,20
MBLO,8,18,Hoquetus II,Johannes Kretz,,,1953,1,,,,901,427.975,,16
MBLO,8,19,Reminiscences,Steven Yi,,,1953,1,,,,661,313.975,,12
MBLO,8,20,Beyond the Horizon,Georg Hajdu,,,1953,1,,,,61,28.975,,2
MBLO,8,21,When the Moon Casts Shadows,Hubert Ho,,,1953,1,,,,1321,627.475,,23
MBLO,8,22,Simmer,Hubert Ho,,,1953,1,,,,541,256.975,,10
MBLO,8,23,Vertigo Temporum,Hubert Ho,,,1953,3,,,,361,171.475,,7
MBLO,8,24,Manual Labor,Hubert Ho,,,1953,2,,,,1201,570.475,,21
EROS,9,1,I Can't Get No Satisfaction,The Rolling Stones,1965,,1961,4,4,,childhood,1081,513.475,,19
EROS,9,2,Smells Like Teen Spirit,Nirvana,1991,,1961,4,30,,adulthood,1381,655.975,,24
EROS,9,3,Once in a Lifetime,Talking Heads,1981,,1961,4,20,,,661,313.975,,12
EROS,9,4,Stairway to Heaven,Aerosmith,1971,,1961,4,10,,childhood,1201,570.475,,21
EROS,9,5,Should I Stay or Should I Go,The Clash,1982,,1961,4,21,,adulthood,1261,598.975,,22
EROS,9,6,White Rabbit,Jefferson Airplane,1967,,1961,4,6,,childhood,361,171.475,,7
EROS,9,7,Adagio for Strings,Barber,,,1961,1,,,,541,256.975,,10
EROS,9,8,Symphony No. 2 Finale,Mahler,,,1961,1,,,,721,342.475,,13
EROS,9,9,Cavatina Op. 130,Beethoven,,,1961,2,,,,961,456.475,,17
EROS,9,10,John Wayne Gacy Jr.,Sufjan Stevens,,,1961,2,,,,781,370.975,,14
EROS,9,11,Hurt,Johnny Cash,2002,,1961,4,41,,,61,28.975,,2
EROS,9,12,The Sound of Silence,Simon & Garfunkel,1964,,1961,4,3,,childhood,1141,541.975,,20
EROS,9,13,Reckoner,Radiohead,,,1961,2,,,,901,427.975,,16
EROS,9,14,Nocturne in C Sharp minor,Chopin,,,1961,1,,,,181,85.975,,4
EROS,9,15,Nessun Dorma,Bocelli,,,1961,1,,,,1321,627.475,,23
EROS,9,16,Symphony No. 6 mvmt 1,Tchaikovsky,,,1961,1,,,,121,57.475,,3
EROS,9,17,Bohlen-Pierce Pan Flute Folk Tune,Arturo Grolimund,,,1961,1,,,,481,228.475,,9
EROS,9,18,Hoquetus II,Johannes Kretz,,,1961,1,,,,841,399.475,,15
EROS,9,19,Reminiscences,Steven Yi,,,1961,1,,,,1,0.475,,1
EROS,9,20,Beyond the Horizon,Georg Hajdu,,,1961,1,,,,1021,484.975,,18
EROS,9,21,When the Moon Casts Shadows,Hubert Ho,,,1961,1,,,,241,114.475,,5
EROS,9,22,Simmer,Hubert Ho,,,1961,1,,,,601,285.475,,11
EROS,9,23,Vertigo Temporum,Hubert Ho,,,1961,1,,,,421,199.975,,8
EROS,9,24,Manual Labor,Hubert Ho,,,1961,1,,,,301,142.975,,6
TCIE,10,1,I Will,Allison Krauss & Tony Furtado,1992,,1960,4,32,,adulthood,1081,513.475,,19
TCIE,10,2,Beauty & the Beatitudes,Waxing Poetics,1987,,1960,4,27,,adulthood,661,313.975,,12
TCIE,10,3,Billy Bragg,The Saturday Boy,1984,,1960,4,24,,adulthood,901,427.975,,16
TCIE,10,4,Danse Macabe,Saint-Saens,NA,,1960,4,,,,241,114.475,,5
TCIE,10,5,Grindstone,Uncle Tupelo,1992,,1960,4,32,,adulthood,421,199.975,,8
TCIE,10,6,Vicious,Lou Reed,1972,,1960,4,12,,childhood,1261,598.975,,22
TCIE,10,7,Adagio for Strings,Barber,,,1960,3,,,,181,85.975,,4
TCIE,10,8,Symphony No. 2 Finale,Mahler,,,1960,3,,,,1201,570.475,,21
TCIE,10,9,Cavatina Op. 130,Beethoven,,,1960,3,,,,1321,627.475,,23
TCIE,10,10,John Wayne Gacy Jr.,Sufjan Stevens,2005,,1960,3,45,,adulthood,121,57.475,,3
TCIE,10,11,Hurt,Johnny Cash,2003,,1960,4,43,,adulthood,481,228.475,,9
TCIE,10,12,The Sound of Silence,Simon & Garfunkel,1964,,1960,4,4,,childhood,541,256.975,,10
TCIE,10,13,Reckoner,Radiohead,2007,,1960,3,47,,,721,342.475,,13
TCIE,10,14,Nocturne in C Sharp minor,Chopin,,,1960,3,,,,1021,484.975,,18
TCIE,10,15,Nessun Dorma,Bocelli,,,1960,3,,,,361,171.475,,7
TCIE,10,16,Symphony No. 6 mvmt 1,Tchaikovsky,,,1960,3,,,,781,370.975,,14
TCIE,10,17,Bohlen-Pierce Pan Flute Folk Tune,Arturo Grolimund,,,1960,1,,,,301,142.975,,6
TCIE,10,18,Hoquetus II,Johannes Kretz,,,1960,3,,,,1381,655.975,,24
TCIE,10,19,Reminiscences,Steven Yi,,,1960,1,,,,961,456.475,,17
TCIE,10,20,Beyond the Horizon,Georg Hajdu,,,1960,2,,,,841,399.475,,15
TCIE,10,21,When the Moon Casts Shadows,Hubert Ho,,,1960,3,,,,1,0.475,,1
TCIE,10,22,Simmer,Hubert Ho,,,1960,1,,,,1141,541.975,,20
TCIE,10,23,Vertigo Temporum,Hubert Ho,,,1960,1,,,,61,28.975,,2
TCIE,10,24,Manual Labor,Hubert Ho,,,1960,1,,,,601,285.475,,11
GCAS,11,1,Alabaster Box,CeCe Winans,1999,,1947,4,52,,,1,0.475,,1
GCAS,11,2,Amazing Grace,Shirley Caesar,2001,,1947,4,54,,,601,285.475,,11
GCAS,11,3,Ordinary Just Won't Do,Commissioned,1989,,1947,4,42,,adulthood,181,85.975,,4
GCAS,11,4,No Weapon,Fred Hammond & Radical for Christ,1996,,1947,4,49,,,481,228.475,,9
GCAS,11,5,Stomp,Kirk Franklin,1997,,1947,4,50,,,781,370.975,,14
GCAS,11,6,"Satan, We're Gonna Tear Your Kingdom Down",Shirley Caesar,2016,,1947,4,69,,,121,57.475,,3
GCAS,11,7,Adagio for Strings,Barber,,,1947,2,,,,661,313.975,,12
GCAS,11,8,Symphony No. 2 Finale,Mahler,,,1947,2,,,,1141,541.975,,20
GCAS,11,9,Cavatina Op. 130,Beethoven,,,1947,3,,,,1381,655.975,,24
GCAS,11,10,John Wayne Gacy Jr.,Sufjan Stevens,2005,,1947,4,58,,,61,28.975,,2
GCAS,11,11,Hurt,Johnny Cash,,,1947,2,,,,1201,570.475,,21
GCAS,11,12,The Sound of Silence,Simon & Garfunkel,1964,,1947,4,17,,adolescence,421,199.975,,8
GCAS,11,13,Reckoner,Radiohead,2007,,1947,3,60,,,961,456.475,,17
GCAS,11,14,Nocturne in C Sharp minor,Chopin,,,1947,3,,,,301,142.975,,6
GCAS,11,15,Nessun Dorma,Bocelli,,,1947,4,,,,1261,598.975,,22
GCAS,11,16,Symphony No. 6 mvmt 1,Tchaikovsky,,,1947,4,,,,721,342.475,,13
GCAS,11,17,Bohlen-Pierce Pan Flute Folk Tune,Arturo Grolimund,,,1947,1,,,,361,171.475,,7
GCAS,11,18,Hoquetus II,Johannes Kretz,,,1947,1,,,,841,399.475,,15
GCAS,11,19,Reminiscences,Steven Yi,,,1947,3,,,,1021,484.975,,18
GCAS,11,20,Beyond the Horizon,Georg Hajdu,,,1947,1,,,,901,427.975,,16
GCAS,11,21,When the Moon Casts Shadows,Hubert Ho,,,1947,1,,,,241,114.475,,5
GCAS,11,22,Simmer,Hubert Ho,,,1947,2,,,,1081,513.475,,19
GCAS,11,23,Vertigo Temporum,Hubert Ho,,,1947,1,,,,541,256.975,,10
GCAS,11,24,Manual Labor,Hubert Ho,,,1947,1,,,,1321,627.475,,23
DFAI,12,1,Nevermind,Dennis Lloyd,,,1953,4,,65,,721,342.475,,13
DFAI,12,2,Copperline,James Taylor,,,1953,4,,41,adulthood,1141,541.975,,20
DFAI,12,3,Ode to Billie Joel,Bobbie Gentry,,,1953,4,,14,adolescence,961,456.475,,17
DFAI,12,4,Running Up That Hill,Kate Bush,,,1953,4,,66,,481,228.475,,9
DFAI,12,5,The Boxer,Simon & Garkfunkel,,,1953,4,,15,adolescence,1,0.475,,1
DFAI,12,6,Thanks for the Memories,,,,1953,4,,62,,1081,513.475,,19
DFAI,12,7,Adagio for Strings,Barber,,,1953,4,,42,adulthood,1321,627.475,,23
DFAI,12,8,Symphony No. 2 Finale,Mahler,,,1953,1,,,,841,399.475,,15
DFAI,12,9,Cavatina Op. 130,Beethoven,,,1953,1,,,,601,285.475,,11
DFAI,12,10,John Wayne Gacy Jr.,Sufjan Stevens,,,1953,1,,,,121,57.475,,3
DFAI,12,11,Hurt,Johnny Cash,,,1953,2,,55,,301,142.975,,6
DFAI,12,12,The Sound of Silence,Simon & Garfunkel,,,1953,4,,16,adolescence,1381,655.975,,24
DFAI,12,13,Reckoner,Radiohead,,,1953,1,,,,61,28.975,,2
DFAI,12,14,Nocturne in C Sharp minor,Chopin,,,1953,1,,,,421,199.975,,8
DFAI,12,15,Nessun Dorma,Bocelli,,,1953,1,,50,,361,171.475,,7
DFAI,12,16,Symphony No. 6 mvmt 1,Tchaikovsky,,,1953,1,,,,661,313.975,,12
DFAI,12,17,Bohlen-Pierce Pan Flute Folk Tune,Arturo Grolimund,,,1953,1,,,,1261,598.975,,22
DFAI,12,18,Hoquetus II,Johannes Kretz,,,1953,1,,,,1201,570.475,,21
DFAI,12,19,Reminiscences,Steven Yi,,,1953,1,,,,901,427.975,,16
DFAI,12,20,Beyond the Horizon,Georg Hajdu,,,1953,1,,,,181,85.975,,4
DFAI,12,21,When the Moon Casts Shadows,Hubert Ho,,,1953,1,,,,541,256.975,,10
DFAI,12,22,Simmer,Hubert Ho,,,1953,1,,,,1021,484.975,,18
DFAI,12,23,Vertigo Temporum,Hubert Ho,,,1953,1,,,,241,114.475,,5
DFAI,12,24,Manual Labor,Hubert Ho,,,1953,1,,,,781,370.975,,14
JKAY,13,1,,,,,1950,4,,,,721,342.475,,13
JKAY,13,2,,,,,1950,4,,,,961,456.475,,17
JKAY,13,3,,,,,1950,2,,,,421,199.975,,8
JKAY,13,4,,,,,1950,4,,,,61,28.975,,2
JKAY,13,5,,,,,1950,3,,,,481,228.475,,9
JKAY,13,6,,,,,1950,3,,,,901,427.975,,16
JKAY,13,7,Adagio for Strings,Barber,,,1950,3,,,,541,256.975,,10
JKAY,13,8,Symphony No. 2 Finale,Mahler,,,1950,4,,,,1261,598.975,,22
JKAY,13,9,Cavatina Op. 130,Beethoven,,,1950,2,,,,121,57.475,,3
